id,source_partition,path,brightness_mean,contrast_std,laplacian_variance,foreground_fraction,foreground_box_fraction,background_fraction
27360,train,data/raw/teacher/train/images_train/27360.jpg,0.75047803,0.32114026,0.06303496,0.45458333,0.61750000,0.54541667
27380,train,data/raw/teacher/train/images_train/27380.jpg,0.92171854,0.19918928,0.00912739,0.14458333,0.16041667,0.85541667
27410,train,data/raw/teacher/train/images_train/27410.jpg,0.74271321,0.33529928,0.03664012,0.40500000,0.53333333,0.59500000
27435,train,data/raw/teacher/train/images_train/27435.jpg,0.86460543,0.27901900,0.06972883,0.25520833,0.44000000,0.74479167
27455,train,data/raw/teacher/train/images_train/27455.jpg,0.92125052,0.14587426,0.01075716,0.23604167,0.51041667,0.76395833
27473,train,data/raw/teacher/train/images_train/27473.jpg,0.93285078,0.11076508,0.00526970,0.27416667,0.51041667,0.72583333
27489,train,data/raw/teacher/train/images_train/27489.jpg,0.76024801,0.13420148,0.00737410,0.82791667,1.00000000,0.17208333
27506,train,data/raw/teacher/train/images_train/27506.jpg,0.82748824,0.31968451,0.04549383,0.23520833,0.48958333,0.76479167
27529,train,data/raw/teacher/train/images_train/27529.jpg,0.83385164,0.20768386,0.05767325,0.45958333,0.63375000,0.54041667
27566,train,data/raw/teacher/train/images_train/27566.jpg,0.69026440,0.35294187,0.05971596,0.47604167,0.71500000,0.52395833
27593,train,data/raw/teacher/train/images_train/27593.jpg,0.69254619,0.36339167,0.04984837,0.45645833,0.63375000,0.54354167
27622,train,data/raw/teacher/train/images_train/27622.jpg,0.77108306,0.30975589,0.04243201,0.39187500,0.56875000,0.60812500
27666,train,data/raw/teacher/train/images_train/27666.jpg,0.82358521,0.29009068,0.11791350,0.34875000,0.53666667,0.65125000
27685,train,data/raw/teacher/train/images_train/27685.jpg,0.75557834,0.35711098,0.04528640,0.33500000,0.50000000,0.66500000
27712,train,data/raw/teacher/train/images_train/27712.jpg,0.85300428,0.22441541,0.02259413,0.30833333,0.52104167,0.69166667
27738,train,data/raw/teacher/train/images_train/27738.jpg,0.83219147,0.25330210,0.03232377,0.31604167,0.53666667,0.68395833
27754,train,data/raw/teacher/train/images_train/27754.jpg,0.81774223,0.32721943,0.01712451,0.24520833,0.26916667,0.75479167
27767,train,data/raw/teacher/train/images_train/27767.jpg,0.75654143,0.38395709,0.02239170,0.29812500,0.30000000,0.70187500
27783,train,data/raw/teacher/train/images_train/27783.jpg,0.76894146,0.37054884,0.01880675,0.29270833,0.30833333,0.70729167
27803,train,data/raw/teacher/train/images_train/27803.jpg,0.90578979,0.22971177,0.02408934,0.14875000,0.21083333,0.85125000
27829,train,data/raw/teacher/train/images_train/27829.jpg,0.93399030,0.16335085,0.01575251,0.15416667,0.20125000,0.84583333
27849,train,data/raw/teacher/train/images_train/27849.jpg,0.73003638,0.33435157,0.04573148,0.43500000,0.60125000,0.56500000
27869,train,data/raw/teacher/train/images_train/27869.jpg,0.83512294,0.26250255,0.03212231,0.38666667,0.55250000,0.61333333
27892,train,data/raw/teacher/train/images_train/27892.jpg,0.74871230,0.32125810,0.04187097,0.46854167,0.82875000,0.53145833
27914,train,data/raw/teacher/train/images_train/27914.jpg,0.81865811,0.29125386,0.03838849,0.33958333,0.53625000,0.66041667
27932,train,data/raw/teacher/train/images_train/27932.jpg,0.81501895,0.24849090,0.03399684,0.41645833,0.56875000,0.58354167
27953,train,data/raw/teacher/train/images_train/27953.jpg,0.98471922,0.03574820,0.00103575,0.07166667,0.31645833,0.92833333
27971,train,data/raw/teacher/train/images_train/27971.jpg,0.83710480,0.26537943,0.03807702,0.36479167,0.49000000,0.63520833
27987,train,data/raw/teacher/train/images_train/27987.jpg,0.92964703,0.17992437,0.01946495,0.20958333,0.31645833,0.79041667
28008,train,data/raw/teacher/train/images_train/28008.jpg,0.68850118,0.38987735,0.02711334,0.40041667,0.41854167,0.59958333
28028,train,data/raw/teacher/train/images_train/28028.jpg,0.90907288,0.24102484,0.01747320,0.15437500,0.33333333,0.84562500
28048,train,data/raw/teacher/train/images_train/28048.jpg,0.97923779,0.04309218,0.00137117,0.19083333,0.31645833,0.80916667
28065,train,data/raw/teacher/train/images_train/28065.jpg,0.76708311,0.32821143,0.02741930,0.34666667,0.38000000,0.65333333
28085,train,data/raw/teacher/train/images_train/28085.jpg,0.95726591,0.09271483,0.01386156,0.26291667,0.32666667,0.73708333
28104,train,data/raw/teacher/train/images_train/28104.jpg,0.83850455,0.29675978,0.03128496,0.24000000,0.35062500,0.76000000
28125,train,data/raw/teacher/train/images_train/28125.jpg,0.82920837,0.34274974,0.03286318,0.20604167,0.33687500,0.79395833
28144,train,data/raw/teacher/train/images_train/28144.jpg,0.98359764,0.03518637,0.00231878,0.07125000,0.34000000,0.92875000
28162,train,data/raw/teacher/train/images_train/28162.jpg,0.95841062,0.15747796,0.04008270,0.07458333,0.18604167,0.92541667
28177,train,data/raw/teacher/train/images_train/28177.jpg,0.97092450,0.11310958,0.00894085,0.07187500,0.22041667,0.92812500
28195,train,data/raw/teacher/train/images_train/28195.jpg,0.97253335,0.12643838,0.01192482,0.05604167,0.21083333,0.94395833
28212,train,data/raw/teacher/train/images_train/28212.jpg,0.96341330,0.14246088,0.02220898,0.06895833,0.18604167,0.93104167
28229,train,data/raw/teacher/train/images_train/28229.jpg,0.86369783,0.27815917,0.02862515,0.20541667,0.23750000,0.79458333
28251,train,data/raw/teacher/train/images_train/28251.jpg,0.86693412,0.28285110,0.02632422,0.21041667,0.22500000,0.78958333
28274,train,data/raw/teacher/train/images_train/28274.jpg,0.97447294,0.05740047,0.00221662,0.16270833,0.20187500,0.83729167
28296,train,data/raw/teacher/train/images_train/28296.jpg,0.95250916,0.14088368,0.02283598,0.10270833,0.19583333,0.89729167
28313,train,data/raw/teacher/train/images_train/28313.jpg,0.83954960,0.31772381,0.02212245,0.21854167,0.36833333,0.78145833
28330,train,data/raw/teacher/train/images_train/28330.jpg,0.86003023,0.30619398,0.02664836,0.18250000,0.31416667,0.81750000
28353,train,data/raw/teacher/train/images_train/28353.jpg,0.95747721,0.15273990,0.03347319,0.07625000,0.19583333,0.92375000
28369,train,data/raw/teacher/train/images_train/28369.jpg,0.96154600,0.13031854,0.02092065,0.09354167,0.21541667,0.90645833
28387,train,data/raw/teacher/train/images_train/28387.jpg,0.95791888,0.14275840,0.02501659,0.09854167,0.20562500,0.90145833
28415,train,data/raw/teacher/train/images_train/28415.jpg,0.96167600,0.13992080,0.02660219,0.07645833,0.22520833,0.92354167
28434,train,data/raw/teacher/train/images_train/28434.jpg,0.92030954,0.14332628,0.02498161,0.30333333,0.36458333,0.69666667
28454,train,data/raw/teacher/train/images_train/28454.jpg,0.72351265,0.38256744,0.05728919,0.38812500,0.65833333,0.61187500
28472,train,data/raw/teacher/train/images_train/28472.jpg,0.79488331,0.26828623,0.03915218,0.40958333,0.55250000,0.59041667
28496,train,data/raw/teacher/train/images_train/28496.jpg,0.85467660,0.22299755,0.02488145,0.38437500,0.60125000,0.61562500
28511,train,data/raw/teacher/train/images_train/28511.jpg,0.88482493,0.24100786,0.05640616,0.19437500,0.66500000,0.80562500
28527,train,data/raw/teacher/train/images_train/28527.jpg,0.80289483,0.30220938,0.05718673,0.34708333,0.54833333,0.65291667
28553,train,data/raw/teacher/train/images_train/28553.jpg,0.74048525,0.35581133,0.12767160,0.37854167,0.60666667,0.62145833
28569,train,data/raw/teacher/train/images_train/28569.jpg,0.76239204,0.32816944,0.09337508,0.37687500,0.61833333,0.62312500
28591,train,data/raw/teacher/train/images_train/28591.jpg,0.88065743,0.25880939,0.02268520,0.18979167,0.23000000,0.81020833
28607,train,data/raw/teacher/train/images_train/28607.jpg,0.92901033,0.19234072,0.05653165,0.16562500,0.32583333,0.83437500
28625,train,data/raw/teacher/train/images_train/28625.jpg,0.85362732,0.19152276,0.01707451,0.38270833,0.65333333,0.61729167
28643,train,data/raw/teacher/train/images_train/28643.jpg,0.92295367,0.14011815,0.00731139,0.28125000,0.44333333,0.71875000
28661,train,data/raw/teacher/train/images_train/28661.jpg,0.80664045,0.34789541,0.04140988,0.27687500,0.47812500,0.72312500
28700,train,data/raw/teacher/train/images_train/28700.jpg,0.90336406,0.16891962,0.01827647,0.34104167,0.45500000,0.65895833
28714,train,data/raw/teacher/train/images_train/28714.jpg,0.91661948,0.16683230,0.02460670,0.31437500,0.43875000,0.68562500
28737,train,data/raw/teacher/train/images_train/28737.jpg,0.88608724,0.19360030,0.04449347,0.33854167,0.50375000,0.66145833
28752,train,data/raw/teacher/train/images_train/28752.jpg,0.83118701,0.23799028,0.02808988,0.37312500,0.51020833,0.62687500
28773,train,data/raw/teacher/train/images_train/28773.jpg,0.82083213,0.25106081,0.02953245,0.39104167,0.50375000,0.60895833
28805,train,data/raw/teacher/train/images_train/28805.jpg,0.84940696,0.20329030,0.03633757,0.45895833,0.63375000,0.54104167
28832,train,data/raw/teacher/train/images_train/28832.jpg,0.93034172,0.17239834,0.01847824,0.20604167,0.32500000,0.79395833
28860,train,data/raw/teacher/train/images_train/28860.jpg,0.81802249,0.24502552,0.03271227,0.47645833,0.68250000,0.52354167
28889,train,data/raw/teacher/train/images_train/28889.jpg,0.83202016,0.32812244,0.02121062,0.21437500,0.25000000,0.78562500
28910,train,data/raw/teacher/train/images_train/28910.jpg,0.90859628,0.18552296,0.02896311,0.24145833,0.52000000,0.75854167
28933,train,data/raw/teacher/train/images_train/28933.jpg,0.79807758,0.24825427,0.03913540,0.46270833,0.61750000,0.53729167
28954,train,data/raw/teacher/train/images_train/28954.jpg,0.87144798,0.21797094,0.03320732,0.32520833,0.60125000,0.67479167
28973,train,data/raw/teacher/train/images_train/28973.jpg,0.95709991,0.11285433,0.01548633,0.22437500,0.34979167,0.77562500
28999,train,data/raw/teacher/train/images_train/28999.jpg,0.77543724,0.28809747,0.05113040,0.45812500,0.63375000,0.54187500
29018,train,data/raw/teacher/train/images_train/29018.jpg,0.84444010,0.21734563,0.03720620,0.44333333,0.61750000,0.55666667
29041,train,data/raw/teacher/train/images_train/29041.jpg,0.77106875,0.31281081,0.04662355,0.39645833,0.58500000,0.60354167
29063,train,data/raw/teacher/train/images_train/29063.jpg,0.91990888,0.19634840,0.06030199,0.17916667,0.38250000,0.82083333
29087,train,data/raw/teacher/train/images_train/29087.jpg,0.76881558,0.36637986,0.02389713,0.29458333,0.35416667,0.70541667
29118,train,data/raw/teacher/train/images_train/29118.jpg,0.93309700,0.14372963,0.03564898,0.35625000,0.68750000,0.64375000
29140,train,data/raw/teacher/train/images_train/29140.jpg,0.94659752,0.15792382,0.02551350,0.11937500,0.22520833,0.88062500
29187,train,data/raw/teacher/train/images_train/29187.jpg,0.87123293,0.19149092,0.02961371,0.45250000,0.73125000,0.54750000
29212,train,data/raw/teacher/train/images_train/29212.jpg,0.90537852,0.15458132,0.01361096,0.34062500,0.66083333,0.65937500
29230,train,data/raw/teacher/train/images_train/29230.jpg,0.89623487,0.24463078,0.02851851,0.17250000,0.30000000,0.82750000
29250,train,data/raw/teacher/train/images_train/29250.jpg,0.93395525,0.14728346,0.03547863,0.23791667,0.46875000,0.76208333
29274,train,data/raw/teacher/train/images_train/29274.jpg,0.87898171,0.20305765,0.02298386,0.42937500,0.58500000,0.57062500
29294,train,data/raw/teacher/train/images_train/29294.jpg,0.86762744,0.17498289,0.01988477,0.45916667,0.63375000,0.54083333
29343,train,data/raw/teacher/train/images_train/29343.jpg,0.84679139,0.22290948,0.05165718,0.39666667,0.61750000,0.60333333
29413,train,data/raw/teacher/train/images_train/29413.jpg,0.87078530,0.17811933,0.05955742,0.43666667,0.66562500,0.56333333
29446,train,data/raw/teacher/train/images_train/29446.jpg,0.65088409,0.38833836,0.05731087,0.45875000,0.62708333,0.54125000
29472,train,data/raw/teacher/train/images_train/29472.jpg,0.79537660,0.28250149,0.06705694,0.44312500,0.68041667,0.55687500
29503,train,data/raw/teacher/train/images_train/29503.jpg,0.81926614,0.25818714,0.04189709,0.40729167,0.70500000,0.59270833
29531,train,data/raw/teacher/train/images_train/29531.jpg,0.68463898,0.39056170,0.05198747,0.42395833,0.63000000,0.57604167
29564,train,data/raw/teacher/train/images_train/29564.jpg,0.85146511,0.31241691,0.02872585,0.21833333,0.36750000,0.78166667
29582,train,data/raw/teacher/train/images_train/29582.jpg,0.93615741,0.20547183,0.02743893,0.09812500,0.16500000,0.90187500
29635,train,data/raw/teacher/train/images_train/29635.jpg,0.62144041,0.39691892,0.06036360,0.50250000,0.69875000,0.49750000
29685,train,data/raw/teacher/train/images_train/29685.jpg,0.79825997,0.29696086,0.04458637,0.38645833,0.63375000,0.61354167
29711,train,data/raw/teacher/train/images_train/29711.jpg,0.82346708,0.25998247,0.03430191,0.47145833,0.65833333,0.52854167
29737,train,data/raw/teacher/train/images_train/29737.jpg,0.86263049,0.23344687,0.02389278,0.27583333,0.55000000,0.72416667
29753,train,data/raw/teacher/train/images_train/29753.jpg,0.67826009,0.34102151,0.04475737,0.56416667,0.77291667,0.43583333
29777,train,data/raw/teacher/train/images_train/29777.jpg,0.73648733,0.35817623,0.04659650,0.42937500,0.63375000,0.57062500
29826,train,data/raw/teacher/train/images_train/29826.jpg,0.70372707,0.32852560,0.05888556,0.48250000,0.70770833,0.51750000
29868,train,data/raw/teacher/train/images_train/29868.jpg,0.96212739,0.14369600,0.02217272,0.07583333,0.22520833,0.92416667
29893,train,data/raw/teacher/train/images_train/29893.jpg,0.94796062,0.16122790,0.05428430,0.12375000,0.25000000,0.87625000
29917,train,data/raw/teacher/train/images_train/29917.jpg,0.82574457,0.21853541,0.09825560,0.48375000,0.71000000,0.51625000
29934,train,data/raw/teacher/train/images_train/29934.jpg,0.88512307,0.16383490,0.04248342,0.40708333,0.58333333,0.59291667
29955,train,data/raw/teacher/train/images_train/29955.jpg,0.95984250,0.14319634,0.02196872,0.07979167,0.17625000,0.92020833
29988,train,data/raw/teacher/train/images_train/29988.jpg,0.86610597,0.17150149,0.05894589,0.44770833,0.69520833,0.55229167
30036,train,data/raw/teacher/train/images_train/30036.jpg,0.96375257,0.08471767,0.00598428,0.18041667,0.40833333,0.81958333
30056,train,data/raw/teacher/train/images_train/30056.jpg,0.69826853,0.38412115,0.04489566,0.40062500,0.50291667,0.59937500
30087,train,data/raw/teacher/train/images_train/30087.jpg,0.85222226,0.20848383,0.04218422,0.43583333,0.66562500,0.56416667
30140,train,data/raw/teacher/train/images_train/30140.jpg,0.86211383,0.19539848,0.03787869,0.42750000,0.56875000,0.57250000
30159,train,data/raw/teacher/train/images_train/30159.jpg,0.78326827,0.36748505,0.02432945,0.26958333,0.28333333,0.73041667
30191,train,data/raw/teacher/train/images_train/30191.jpg,0.71994323,0.38619688,0.04084888,0.35708333,0.41958333,0.64291667
30213,train,data/raw/teacher/train/images_train/30213.jpg,0.72628313,0.31804132,0.04897447,0.48541667,0.69125000,0.51458333
30247,train,data/raw/teacher/train/images_train/30247.jpg,0.88507861,0.25455996,0.01919526,0.18458333,0.28687500,0.81541667
30265,train,data/raw/teacher/train/images_train/30265.jpg,0.94672263,0.16185939,0.02925839,0.10812500,0.21083333,0.89187500
30291,train,data/raw/teacher/train/images_train/30291.jpg,0.84092295,0.27106336,0.04800069,0.43937500,0.65000000,0.56062500
30314,train,data/raw/teacher/train/images_train/30314.jpg,0.75927615,0.29590565,0.03519071,0.45333333,0.65000000,0.54666667
30333,train,data/raw/teacher/train/images_train/30333.jpg,0.73799080,0.33102155,0.08319308,0.45187500,0.63375000,0.54812500
30353,train,data/raw/teacher/train/images_train/30353.jpg,0.86259443,0.20363821,0.02696764,0.45833333,0.63375000,0.54166667
30464,train,data/raw/teacher/train/images_train/30464.jpg,0.79833883,0.23985532,0.02733654,0.55625000,0.87750000,0.44375000
30486,train,data/raw/teacher/train/images_train/30486.jpg,0.81211203,0.22516116,0.03311116,0.55708333,0.82875000,0.44291667
30525,train,data/raw/teacher/train/images_train/30525.jpg,0.77212453,0.27665287,0.04774977,0.54312500,0.94645833,0.45687500
30546,train,data/raw/teacher/train/images_train/30546.jpg,0.75376701,0.36616412,0.04252062,0.36354167,0.60500000,0.63645833
30571,train,data/raw/teacher/train/images_train/30571.jpg,0.96381938,0.12661657,0.01699654,0.08729167,0.21000000,0.91270833
30596,train,data/raw/teacher/train/images_train/30596.jpg,0.76305759,0.29694697,0.02307295,0.39958333,0.44000000,0.60041667
30619,train,data/raw/teacher/train/images_train/30619.jpg,0.75893116,0.33925983,0.04698632,0.35687500,0.59500000,0.64312500
30645,train,data/raw/teacher/train/images_train/30645.jpg,0.71311319,0.34689099,0.04683918,0.42229167,0.67687500,0.57770833
30675,train,data/raw/teacher/train/images_train/30675.jpg,0.97246051,0.10178164,0.01073665,0.07770833,0.21541667,0.92229167
30709,train,data/raw/teacher/train/images_train/30709.jpg,0.79009527,0.28567681,0.03809841,0.37041667,0.43083333,0.62958333
30730,train,data/raw/teacher/train/images_train/30730.jpg,0.90788358,0.21876125,0.02023425,0.15750000,0.20250000,0.84250000
30747,train,data/raw/teacher/train/images_train/30747.jpg,0.92944109,0.13473946,0.01445220,0.37000000,0.55250000,0.63000000
30773,train,data/raw/teacher/train/images_train/30773.jpg,0.81087536,0.25039682,0.02597191,0.38812500,0.56875000,0.61187500
30787,train,data/raw/teacher/train/images_train/30787.jpg,0.84454793,0.22937323,0.02784288,0.45458333,0.66625000,0.54541667
30805,train,data/raw/teacher/train/images_train/30805.jpg,0.75064456,0.26723912,0.04238286,0.49375000,0.73125000,0.50625000
30824,train,data/raw/teacher/train/images_train/30824.jpg,0.90290833,0.17876765,0.02477408,0.26020833,0.58500000,0.73979167
30841,train,data/raw/teacher/train/images_train/30841.jpg,0.81912678,0.26033965,0.02626535,0.34854167,0.47125000,0.65145833
30860,train,data/raw/teacher/train/images_train/30860.jpg,0.84970319,0.21004771,0.02222047,0.37895833,0.50375000,0.62104167
30873,train,data/raw/teacher/train/images_train/30873.jpg,0.80080324,0.27913538,0.02820642,0.36916667,0.52666667,0.63083333
30890,train,data/raw/teacher/train/images_train/30890.jpg,0.78573972,0.31799200,0.07704810,0.33750000,0.51020833,0.66250000
30911,train,data/raw/teacher/train/images_train/30911.jpg,0.69925386,0.36140016,0.03991922,0.43958333,0.61750000,0.56041667
30929,train,data/raw/teacher/train/images_train/30929.jpg,0.85522157,0.20307398,0.01984511,0.35833333,0.61750000,0.64166667
30949,train,data/raw/teacher/train/images_train/30949.jpg,0.77478707,0.28594515,0.03422084,0.43250000,0.58500000,0.56750000
31014,train,data/raw/teacher/train/images_train/31014.jpg,0.76623201,0.33593979,0.05004105,0.39937500,0.65000000,0.60062500
31038,train,data/raw/teacher/train/images_train/31038.jpg,0.79672581,0.25071099,0.03420032,0.45687500,0.61750000,0.54312500
31085,train,data/raw/teacher/train/images_train/31085.jpg,0.70368856,0.35449564,0.05808476,0.43833333,0.68250000,0.56166667
31105,train,data/raw/teacher/train/images_train/31105.jpg,0.84499192,0.28863272,0.06505049,0.32062500,0.40000000,0.67937500
31124,train,data/raw/teacher/train/images_train/31124.jpg,0.87515664,0.26522356,0.02881101,0.18895833,0.23333333,0.81104167
31150,train,data/raw/teacher/train/images_train/31150.jpg,0.86068064,0.30968848,0.04924556,0.18333333,0.27708333,0.81666667
31168,train,data/raw/teacher/train/images_train/31168.jpg,0.93695080,0.09915034,0.00294713,0.30145833,0.40854167,0.69854167
31189,train,data/raw/teacher/train/images_train/31189.jpg,0.74358356,0.39616066,0.02490509,0.30375000,0.31666667,0.69625000
31207,train,data/raw/teacher/train/images_train/31207.jpg,0.93890887,0.14617975,0.03139773,0.19812500,0.30666667,0.80187500
31238,train,data/raw/teacher/train/images_train/31238.jpg,0.85539186,0.22417934,0.05195202,0.37916667,0.63375000,0.62083333
31257,train,data/raw/teacher/train/images_train/31257.jpg,0.81459618,0.22870353,0.02698966,0.45166667,0.63375000,0.54833333
31285,train,data/raw/teacher/train/images_train/31285.jpg,0.67978615,0.38687569,0.07475286,0.45083333,0.64166667,0.54916667
31305,train,data/raw/teacher/train/images_train/31305.jpg,0.79063040,0.29380271,0.03636827,0.36708333,0.56875000,0.63291667
31325,train,data/raw/teacher/train/images_train/31325.jpg,0.86217934,0.20392635,0.02418689,0.37083333,0.52000000,0.62916667
31363,train,data/raw/teacher/train/images_train/31363.jpg,0.85680562,0.20744899,0.03334155,0.46520833,0.63375000,0.53479167
31422,train,data/raw/teacher/train/images_train/31422.jpg,0.94862038,0.06818254,0.00520096,0.33833333,0.52500000,0.66166667
31454,train,data/raw/teacher/train/images_train/31454.jpg,0.83547008,0.31732586,0.01692573,0.22125000,0.26125000,0.77875000
31468,train,data/raw/teacher/train/images_train/31468.jpg,0.97414613,0.04526083,0.00196559,0.16250000,0.33583333,0.83750000
31562,train,data/raw/teacher/train/images_train/31562.jpg,0.77685529,0.31856397,0.04620958,0.38791667,0.61750000,0.61208333
31588,train,data/raw/teacher/train/images_train/31588.jpg,0.72251940,0.32526687,0.05035578,0.47250000,0.65000000,0.52750000
31605,train,data/raw/teacher/train/images_train/31605.jpg,0.67828321,0.38331416,0.03896327,0.42937500,0.57750000,0.57062500
31641,train,data/raw/teacher/train/images_train/31641.jpg,0.87944740,0.25369743,0.02971655,0.25083333,0.66625000,0.74916667
31694,train,data/raw/teacher/train/images_train/31694.jpg,0.80148917,0.27406713,0.03372866,0.37562500,0.50375000,0.62437500
31716,train,data/raw/teacher/train/images_train/31716.jpg,0.98795158,0.06653157,0.00981164,0.04020833,0.12750000,0.95979167
31783,train,data/raw/teacher/train/images_train/31783.jpg,0.85270947,0.19654769,0.02476750,0.43166667,0.55250000,0.56833333
31828,train,data/raw/teacher/train/images_train/31828.jpg,0.81955361,0.25639609,0.17540193,0.42187500,0.77291667,0.57812500
31847,train,data/raw/teacher/train/images_train/31847.jpg,0.94926655,0.11909626,0.01519013,0.17354167,0.32541667,0.82645833
31868,train,data/raw/teacher/train/images_train/31868.jpg,0.93957812,0.16039141,0.03208636,0.14104167,0.34500000,0.85895833
31884,train,data/raw/teacher/train/images_train/31884.jpg,0.75935340,0.30376020,0.04374492,0.42604167,0.56875000,0.57395833
31899,train,data/raw/teacher/train/images_train/31899.jpg,0.88129902,0.24419145,0.01910209,0.19416667,0.30208333,0.80583333
31922,train,data/raw/teacher/train/images_train/31922.jpg,0.73440295,0.39192319,0.03760938,0.33395833,0.40250000,0.66604167
31942,train,data/raw/teacher/train/images_train/31942.jpg,0.97336537,0.05462687,0.00557412,0.15708333,0.28750000,0.84291667
31967,train,data/raw/teacher/train/images_train/31967.jpg,0.85165572,0.24244465,0.06036654,0.43500000,0.64812500,0.56500000
31986,train,data/raw/teacher/train/images_train/31986.jpg,0.84233767,0.28129432,0.02991040,0.26250000,0.45375000,0.73750000
32003,train,data/raw/teacher/train/images_train/32003.jpg,0.75665200,0.33762500,0.03269235,0.34958333,0.66583333,0.65041667
32034,train,data/raw/teacher/train/images_train/32034.jpg,0.68789643,0.41492209,0.08946470,0.38062500,0.65000000,0.61937500
32073,train,data/raw/teacher/train/images_train/32073.jpg,0.85750222,0.20882982,0.02847616,0.35729167,0.65000000,0.64270833
32159,train,data/raw/teacher/train/images_train/32159.jpg,0.87636030,0.15629748,0.00690349,0.37791667,0.67000000,0.62208333
32172,train,data/raw/teacher/train/images_train/32172.jpg,0.87503600,0.17500693,0.01309478,0.35437500,0.55583333,0.64562500
32193,train,data/raw/teacher/train/images_train/32193.jpg,0.85970277,0.29507270,0.07233793,0.21333333,0.40625000,0.78666667
32212,train,data/raw/teacher/train/images_train/32212.jpg,0.90667236,0.21081084,0.03699365,0.25437500,0.47125000,0.74562500
32233,train,data/raw/teacher/train/images_train/32233.jpg,0.84525228,0.21797162,0.03151728,0.35625000,0.49375000,0.64375000
32253,train,data/raw/teacher/train/images_train/32253.jpg,0.82944226,0.23958254,0.05121087,0.44208333,0.72416667,0.55791667
32275,train,data/raw/teacher/train/images_train/32275.jpg,0.85447216,0.21234073,0.03804000,0.38041667,0.53625000,0.61958333
32297,train,data/raw/teacher/train/images_train/32297.jpg,0.83524925,0.25532877,0.05139970,0.40354167,0.66562500,0.59645833
32315,train,data/raw/teacher/train/images_train/32315.jpg,0.79566354,0.24926977,0.03059058,0.49395833,0.71000000,0.50604167
32330,train,data/raw/teacher/train/images_train/32330.jpg,0.69455880,0.34516385,0.09737757,0.48479167,0.72000000,0.51520833
32350,train,data/raw/teacher/train/images_train/32350.jpg,0.86848676,0.21966468,0.03862431,0.35270833,0.56875000,0.64729167
32364,train,data/raw/teacher/train/images_train/32364.jpg,0.86264497,0.23748137,0.03649216,0.34020833,0.54729167,0.65979167
32378,train,data/raw/teacher/train/images_train/32378.jpg,0.89841604,0.17781152,0.05501310,0.35395833,0.47125000,0.64604167
32399,train,data/raw/teacher/train/images_train/32399.jpg,0.84080863,0.23807360,0.04771628,0.45145833,0.61750000,0.54854167
32421,train,data/raw/teacher/train/images_train/32421.jpg,0.77783847,0.28614002,0.05152239,0.44958333,0.62562500,0.55041667
32439,train,data/raw/teacher/train/images_train/32439.jpg,0.65831172,0.40192941,0.04602384,0.45833333,0.62562500,0.54166667
32460,train,data/raw/teacher/train/images_train/32460.jpg,0.69685149,0.36222705,0.04458186,0.45937500,0.62562500,0.54062500
32492,train,data/raw/teacher/train/images_train/32492.jpg,0.78480518,0.24831581,0.03711234,0.46145833,0.66625000,0.53854167
32514,train,data/raw/teacher/train/images_train/32514.jpg,0.84973580,0.30218929,0.02646176,0.25250000,0.35062500,0.74750000
32531,train,data/raw/teacher/train/images_train/32531.jpg,0.78160107,0.31489357,0.05390380,0.38500000,0.42166667,0.61500000
32545,train,data/raw/teacher/train/images_train/32545.jpg,0.96170104,0.13946395,0.01356691,0.11541667,0.20000000,0.88458333
32559,train,data/raw/teacher/train/images_train/32559.jpg,0.78315407,0.35440272,0.06180674,0.30520833,0.56875000,0.69479167
32574,train,data/raw/teacher/train/images_train/32574.jpg,0.65880525,0.40147185,0.05909954,0.45541667,0.81250000,0.54458333
32589,train,data/raw/teacher/train/images_train/32589.jpg,0.84162611,0.28148174,0.02199402,0.30145833,0.49729167,0.69854167
32606,train,data/raw/teacher/train/images_train/32606.jpg,0.83010381,0.30502284,0.01422729,0.24333333,0.26125000,0.75666667
32625,train,data/raw/teacher/train/images_train/32625.jpg,0.72888136,0.35400328,0.04328941,0.37916667,0.65333333,0.62083333
32648,train,data/raw/teacher/train/images_train/32648.jpg,0.75584930,0.35858700,0.03079722,0.32645833,0.38791667,0.67354167
32728,train,data/raw/teacher/train/images_train/32728.jpg,0.91394258,0.18232241,0.03067643,0.21916667,0.36125000,0.78083333
32768,train,data/raw/teacher/train/images_train/32768.jpg,0.81720102,0.24239914,0.05976511,0.44270833,0.61750000,0.55729167
32811,train,data/raw/teacher/train/images_train/32811.jpg,0.95180124,0.11985315,0.01174510,0.17208333,0.33750000,0.82791667
32845,train,data/raw/teacher/train/images_train/32845.jpg,0.91265237,0.22980277,0.04210622,0.13729167,0.26250000,0.86270833
32862,train,data/raw/teacher/train/images_train/32862.jpg,0.90537882,0.14736374,0.01449090,0.31333333,0.40375000,0.68666667
32925,train,data/raw/teacher/train/images_train/32925.jpg,0.72876531,0.33037984,0.05424499,0.46145833,0.66625000,0.53854167
32954,train,data/raw/teacher/train/images_train/32954.jpg,0.70810986,0.36580700,0.09376070,0.45395833,0.64166667,0.54604167
33016,train,data/raw/teacher/train/images_train/33016.jpg,0.79301739,0.29552609,0.03334078,0.36666667,0.50375000,0.63333333
33036,train,data/raw/teacher/train/images_train/33036.jpg,0.82278937,0.26715043,0.06912427,0.38041667,0.56875000,0.61958333
33063,train,data/raw/teacher/train/images_train/33063.jpg,0.80609244,0.26390639,0.06883100,0.43604167,0.61750000,0.56395833
