id,teacher_path,external_path,teacher_width,teacher_height,external_width,external_height,pixel_area_ratio,file_size_ratio,dhash_distance,ahash_distance,mse,mae,max_difference,crop_mse,crop_mae,foreground_fraction_1,foreground_fraction_2,foreground_ratio
45909,data/raw/teacher/train/images_train/45909.jpg,data/raw/external/fashion_product_images_v1/images/45909.jpg,60,80,1080,1440,324.00000000,12.05652222,3,0,0.00017051,0.00606905,0.14117646,0.00357293,0.03327238,0.37708333,0.34995370,0.92805402
46039,data/raw/teacher/train/images_train/46039.jpg,data/raw/external/fashion_product_images_v1/images/46039.jpg,60,80,1080,1440,324.00000000,8.99037287,2,1,0.00019072,0.00586161,0.13333333,0.01298134,0.05339818,0.14145833,0.08693737,0.61457936
46288,data/raw/teacher/train/images_train/46288.jpg,data/raw/external/fashion_product_images_v1/images/46288.jpg,60,80,1080,1440,324.00000000,73.52927640,0,0,0.00022562,0.00788016,0.12549019,0.02499533,0.07410099,0.42250000,0.39255851,0.92913258
46337,data/raw/teacher/train/images_train/46337.jpg,data/raw/external/fashion_product_images_v1/images/46337.jpg,60,80,1080,1440,324.00000000,16.68909620,0,0,0.00007288,0.00329063,0.09411766,0.03225713,0.08927409,0.23750000,0.23398663,0.98520684
46394,data/raw/teacher/train/images_train/46394.jpg,data/raw/external/fashion_product_images_v1/images/46394.jpg,60,80,1080,1440,324.00000000,60.73243584,1,0,0.00020327,0.00709476,0.14117649,0.10372177,0.17872305,0.43833333,0.42088156,0.96018607
46425,data/raw/teacher/train/images_train/46425.jpg,data/raw/external/fashion_product_images_v1/images/46425.jpg,60,80,1080,1440,324.00000000,92.71729958,0,0,0.00127847,0.02039803,0.27843139,0.09366000,0.18802786,0.53750000,0.47732317,0.88804311
46559,data/raw/teacher/train/images_train/46559.jpg,data/raw/external/fashion_product_images_v1/images/46559.jpg,60,80,1080,1440,324.00000000,130.77335848,0,0,0.00027285,0.00780867,0.10980392,0.00800419,0.04493592,0.45937500,0.42855646,0.93291201
46595,data/raw/teacher/train/images_train/46595.jpg,data/raw/external/fashion_product_images_v1/images/46595.jpg,60,80,1080,1440,324.00000000,18.35322355,0,0,0.00005330,0.00278352,0.07450983,0.00362793,0.02960452,0.18000000,0.16370242,0.90945788
46642,data/raw/teacher/train/images_train/46642.jpg,data/raw/external/fashion_product_images_v1/images/46642.jpg,60,80,1080,1440,324.00000000,14.80598706,1,0,0.00002837,0.00161005,0.08235294,0.01031117,0.05488792,0.16104167,0.15566101,0.96658841
46691,data/raw/teacher/train/images_train/46691.jpg,data/raw/external/fashion_product_images_v1/images/46691.jpg,60,80,1080,1440,324.00000000,10.96398998,0,0,0.00000557,0.00071423,0.02745098,0.00040673,0.01028390,0.12833333,0.12154450,0.94709997
46777,data/raw/teacher/train/images_train/46777.jpg,data/raw/external/fashion_product_images_v1/images/46777.jpg,60,80,1080,1440,324.00000000,65.29016592,0,0,0.00000771,0.00079625,0.03529412,0.00320805,0.02713344,0.14854167,0.14565072,0.98053781
47121,data/raw/teacher/train/images_train/47121.jpg,data/raw/external/fashion_product_images_v1/images/47121.jpg,60,80,1080,1440,324.00000000,8.18524850,0,1,0.00005080,0.00231216,0.07843137,0.02068593,0.08915123,0.14333333,0.13979360,0.97530416
47227,data/raw/teacher/train/images_train/47227.jpg,data/raw/external/fashion_product_images_v1/images/47227.jpg,60,80,1080,1440,324.00000000,15.10696517,1,0,0.00003874,0.00157686,0.09803921,0.00377432,0.02380419,0.20875000,0.20238490,0.96950851
47336,data/raw/teacher/train/images_train/47336.jpg,data/raw/external/fashion_product_images_v1/images/47336.jpg,60,80,1080,1440,324.00000000,12.80405918,0,0,0.00037375,0.00584916,0.17647058,0.01385292,0.05492398,0.18229167,0.14906636,0.81773545
47355,data/raw/teacher/train/images_train/47355.jpg,data/raw/external/fashion_product_images_v1/images/47355.jpg,60,80,1080,1440,324.00000000,10.69611805,0,0,0.00011122,0.00489302,0.12549019,0.00787194,0.03986832,0.31000000,0.29283308,0.94462283
47592,data/raw/teacher/train/images_train/47592.jpg,data/raw/external/fashion_product_images_v1/images/47592.jpg,60,80,1080,1440,324.00000000,8.58748971,0,0,0.00003638,0.00189313,0.07058823,0.00660228,0.04045043,0.12895833,0.12129437,0.94057021
48183,data/raw/teacher/train/images_train/48183.jpg,data/raw/external/fashion_product_images_v1/images/48183.jpg,60,80,1080,1440,324.00000000,13.19726939,0,0,0.00027302,0.00560502,0.22745097,0.01339141,0.05057541,0.27208333,0.25001029,0.91887395
48204,data/raw/teacher/train/images_train/48204.jpg,data/raw/external/fashion_product_images_v1/images/48204.jpg,60,80,1080,1440,324.00000000,14.98715726,0,0,0.00005114,0.00165186,0.12549019,0.00726510,0.04035022,0.09062500,0.07742605,0.85435646
48421,data/raw/teacher/train/images_train/48421.jpg,data/raw/external/fashion_product_images_v1/images/48421.jpg,60,80,1080,1440,324.00000000,9.34702449,0,0,0.00013601,0.00622064,0.10588235,0.00502314,0.02931570,0.46708333,0.44605903,0.95498811
48552,data/raw/teacher/train/images_train/48552.jpg,data/raw/external/fashion_product_images_v1/images/48552.jpg,60,80,1080,1440,324.00000000,6.44562748,0,0,0.00007632,0.00280586,0.08235294,0.03052562,0.08454574,0.17875000,0.15949267,0.89226668
48634,data/raw/teacher/train/images_train/48634.jpg,data/raw/external/fashion_product_images_v1/images/48634.jpg,60,80,1080,1440,324.00000000,10.46351025,0,0,0.00001895,0.00085529,0.09019607,0.00308305,0.02178117,0.03104167,0.01794560,0.57811335
49233,data/raw/teacher/train/images_train/49233.jpg,data/raw/external/fashion_product_images_v1/images/49233.jpg,60,80,1080,1440,324.00000000,7.14218733,0,0,0.00006996,0.00303915,0.08627452,0.02713089,0.08679854,0.16333333,0.15097608,0.92434335
49493,data/raw/teacher/train/images_train/49493.jpg,data/raw/external/fashion_product_images_v1/images/49493.jpg,60,80,1080,1440,324.00000000,23.00639721,0,0,0.00002862,0.00178207,0.05490196,0.00399130,0.02905401,0.17854167,0.16883423,0.94562931
49714,data/raw/teacher/train/images_train/49714.jpg,data/raw/external/fashion_product_images_v1/images/49714.jpg,60,80,1080,1440,324.00000000,18.57435897,0,0,0.00006292,0.00246598,0.08235294,0.00722776,0.03803072,0.09958333,0.08787037,0.88238029
49722,data/raw/teacher/train/images_train/49722.jpg,data/raw/external/fashion_product_images_v1/images/49722.jpg,60,80,1080,1440,324.00000000,17.07241870,2,0,0.00008942,0.00270597,0.09411764,0.00630828,0.04003045,0.10479167,0.09633616,0.91931129
49750,data/raw/teacher/train/images_train/49750.jpg,data/raw/external/fashion_product_images_v1/images/49750.jpg,60,80,1080,1440,324.00000000,12.56483495,2,0,0.00005696,0.00225567,0.08627450,0.01100942,0.05610862,0.09833333,0.08823881,0.89734385
50218,data/raw/teacher/train/images_train/50218.jpg,data/raw/external/fashion_product_images_v1/images/50218.jpg,60,80,1080,1440,324.00000000,19.01424345,0,0,0.00007273,0.00232428,0.11764705,0.01499159,0.05621776,0.18916667,0.17777649,0.93978762
50428,data/raw/teacher/train/images_train/50428.jpg,data/raw/external/fashion_product_images_v1/images/50428.jpg,60,80,1080,1440,324.00000000,14.64806319,0,0,0.00015094,0.00623213,0.09803922,0.01864333,0.08113607,0.36145833,0.34239069,0.94724802
50556,data/raw/teacher/train/images_train/50556.jpg,data/raw/external/fashion_product_images_v1/images/50556.jpg,60,80,1080,1440,324.00000000,60.52541568,2,0,0.00020482,0.00617532,0.14901960,0.01047775,0.04321672,0.43520833,0.41424704,0.95183619
50602,data/raw/teacher/train/images_train/50602.jpg,data/raw/external/fashion_product_images_v1/images/50602.jpg,60,80,1080,1440,324.00000000,61.88027124,0,0,0.00021578,0.00892885,0.10980392,0.00021578,0.00892885,0.79541667,0.76101530,0.95675051
50693,data/raw/teacher/train/images_train/50693.jpg,data/raw/external/fashion_product_images_v1/images/50693.jpg,60,80,1080,1440,324.00000000,9.00677227,0,0,0.00022124,0.00918639,0.09803921,0.00059904,0.01381517,0.71687500,0.67801055,0.94578629
50760,data/raw/teacher/train/images_train/50760.jpg,data/raw/external/fashion_product_images_v1/images/50760.jpg,60,80,1080,1440,324.00000000,12.15918388,1,0,0.00004856,0.00262842,0.08627450,0.00723103,0.04019321,0.21562500,0.20722287,0.96103358
51267,data/raw/teacher/train/images_train/51267.jpg,data/raw/external/fashion_product_images_v1/images/51267.jpg,60,80,1080,1440,324.00000000,14.86314901,1,0,0.00006725,0.00244268,0.10196078,0.01558434,0.06974220,0.15875000,0.14667888,0.92396147
51582,data/raw/teacher/train/images_train/51582.jpg,data/raw/external/fashion_product_images_v1/images/51582.jpg,60,80,1080,1440,324.00000000,67.00112007,1,0,0.00019553,0.00524823,0.11764705,0.00128054,0.01519161,0.28145833,0.26157986,0.92937330
51631,data/raw/teacher/train/images_train/51631.jpg,data/raw/external/fashion_product_images_v1/images/51631.jpg,60,80,1080,1440,324.00000000,16.42258045,1,0,0.00008796,0.00404061,0.12156865,0.00246010,0.02633304,0.27020833,0.25497171,0.94361156
51847,data/raw/teacher/train/images_train/51847.jpg,data/raw/external/fashion_product_images_v1/images/51847.jpg,60,80,1080,1440,324.00000000,12.95761771,1,0,0.00018348,0.00794718,0.13725492,0.01767641,0.06735154,0.64229167,0.62403678,0.97157851
51867,data/raw/teacher/train/images_train/51867.jpg,data/raw/external/fashion_product_images_v1/images/51867.jpg,60,80,1080,1440,324.00000000,8.88660261,1,1,0.00021646,0.00817536,0.18823531,0.00443996,0.03116000,0.62875000,0.60485983,0.96200370
