method,fold,size,query_source,gallery_source,protocol,scope,query_id,articleType,ndcg_at_5,precision_any_at_5,precision_strict_at_5,tie_rate_at_5,ndcg_at_10,precision_any_at_10,precision_strict_at_10,tie_rate_at_10,ndcg_at_20,precision_any_at_20,precision_strict_at_20,tie_rate_at_20,recall_at_10,hit_rate_at_10,precision_at_10
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33896,Watches,0.48824412,0.80000000,0.20000000,0.00000000,0.41649015,0.70000000,0.10000000,0.00000000,0.42787523,0.75000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33898,Watches,0.69178318,1.00000000,0.40000000,0.00000000,0.66365330,1.00000000,0.30000000,0.00000000,0.64130136,1.00000000,0.25000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33899,Watches,1.00000000,1.00000000,1.00000000,0.00000000,0.86366492,1.00000000,0.60000000,0.00000000,0.76888496,1.00000000,0.40000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33901,Watches,0.74562985,1.00000000,0.60000000,0.00000000,0.52306189,0.60000000,0.30000000,0.00000000,0.40826462,0.50000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33903,Watches,0.40476274,0.40000000,0.20000000,0.00000000,0.33406090,0.40000000,0.10000000,0.00000000,0.25289875,0.25000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33904,Watches,0.20423925,0.40000000,0.20000000,0.00000000,0.34239908,0.60000000,0.30000000,0.00000000,0.36938738,0.55000000,0.30000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33905,Watches,0.60699313,1.00000000,0.20000000,0.00000000,0.56943122,1.00000000,0.10000000,0.00000000,0.60030404,1.00000000,0.20000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33906,Watches,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.55164212,1.00000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33907,Watches,0.50000000,1.00000000,0.00000000,0.00000000,0.53668196,1.00000000,0.10000000,0.00000000,0.52367334,1.00000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33909,Watches,0.50000000,1.00000000,0.00000000,0.00000000,0.46528439,0.90000000,0.00000000,0.00000000,0.47759568,0.95000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33910,Watches,0.50000000,1.00000000,0.00000000,0.00000000,0.53471561,1.00000000,0.10000000,0.00000000,0.57238104,1.00000000,0.20000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33911,Watches,0.50000000,1.00000000,0.00000000,0.00000000,0.64372382,1.00000000,0.40000000,0.00000000,0.67952687,1.00000000,0.45000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33913,Watches,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33922,Watches,0.50000000,1.00000000,0.00000000,0.00000000,0.46080087,0.90000000,0.00000000,0.00000000,0.47470216,0.95000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33942,Tshirts,0.66083979,0.80000000,0.80000000,0.00000000,0.52980964,0.60000000,0.50000000,0.00000000,0.57074571,0.65000000,0.55000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33946,Tshirts,0.68876762,0.80000000,0.40000000,0.00000000,0.65430766,0.90000000,0.30000000,0.00000000,0.65461694,0.90000000,0.35000000,0.10000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33954,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.96766171,0.95000000,0.95000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33966,Tops,0.00000000,0.00000000,0.00000000,0.00000000,0.17936810,0.30000000,0.20000000,0.00000000,0.20940488,0.30000000,0.20000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33967,Shirts,0.33916021,0.20000000,0.20000000,0.00000000,0.22009177,0.10000000,0.10000000,0.00000000,0.24861234,0.20000000,0.20000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33969,Dresses,0.16958010,0.20000000,0.20000000,0.00000000,0.11004588,0.10000000,0.10000000,0.00000000,0.10577019,0.10000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33992,Scarves,0.25326335,0.20000000,0.00000000,0.00000000,0.23469217,0.20000000,0.00000000,0.00000000,0.16181425,0.10000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,33995,Tops,0.25306148,0.40000000,0.20000000,0.00000000,0.30120430,0.40000000,0.30000000,0.00000000,0.19438742,0.20000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34000,Tops,0.00000000,0.00000000,0.00000000,0.00000000,0.06362079,0.10000000,0.10000000,0.00000000,0.04105878,0.05000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34011,Tops,0.16958010,0.20000000,0.00000000,0.40000000,0.11004588,0.10000000,0.00000000,0.40000000,0.09021234,0.10000000,0.00000000,0.45000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34012,Tops,0.16958010,0.20000000,0.00000000,0.40000000,0.11004588,0.10000000,0.00000000,0.40000000,0.09021234,0.10000000,0.00000000,0.45000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34013,Tops,0.00000000,0.00000000,0.00000000,0.80000000,0.06493751,0.20000000,0.00000000,0.60000000,0.07826483,0.15000000,0.05000000,0.60000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34014,Tops,0.00000000,0.00000000,0.00000000,0.80000000,0.06493751,0.20000000,0.00000000,0.60000000,0.07826483,0.15000000,0.05000000,0.60000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34024,Tshirts,1.00000000,1.00000000,1.00000000,1.00000000,0.72732984,0.60000000,0.60000000,0.70000000,0.53750657,0.45000000,0.35000000,0.70000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34025,Tshirts,1.00000000,1.00000000,1.00000000,1.00000000,0.72732984,0.60000000,0.60000000,0.70000000,0.53750657,0.45000000,0.35000000,0.70000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34026,Tshirts,0.41520995,0.80000000,0.00000000,0.80000000,0.34335759,0.60000000,0.00000000,0.50000000,0.30797688,0.55000000,0.00000000,0.35000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34027,Tshirts,0.41520995,0.80000000,0.00000000,0.80000000,0.34335759,0.60000000,0.00000000,0.50000000,0.30797688,0.55000000,0.00000000,0.35000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34034,Shirts,0.26481736,0.60000000,0.00000000,0.60000000,0.28244505,0.60000000,0.00000000,0.60000000,0.26728605,0.55000000,0.00000000,0.75000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34035,Shirts,0.26481736,0.60000000,0.00000000,0.60000000,0.28244505,0.60000000,0.00000000,0.60000000,0.26728605,0.55000000,0.00000000,0.75000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34044,Shirts,0.50874031,0.40000000,0.40000000,0.00000000,0.33013765,0.20000000,0.20000000,0.60000000,0.24989158,0.20000000,0.10000000,0.75000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34045,Shirts,0.50874031,0.40000000,0.40000000,0.00000000,0.33013765,0.20000000,0.20000000,0.60000000,0.24989158,0.20000000,0.10000000,0.75000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34052,Capris,0.09843704,0.20000000,0.00000000,0.00000000,0.11822101,0.20000000,0.00000000,0.20000000,0.17455685,0.25000000,0.00000000,0.35000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34053,Capris,0.09843704,0.20000000,0.00000000,0.00000000,0.11822101,0.20000000,0.00000000,0.20000000,0.17455685,0.25000000,0.00000000,0.35000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34062,Dresses,0.63793652,0.60000000,0.40000000,0.40000000,0.55518380,0.60000000,0.30000000,0.40000000,0.42828024,0.50000000,0.15000000,0.30000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34063,Dresses,0.63793652,0.60000000,0.40000000,0.40000000,0.55518380,0.60000000,0.30000000,0.40000000,0.42828024,0.50000000,0.15000000,0.30000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34071,Flats,0.48522856,0.40000000,0.40000000,0.00000000,0.31488013,0.20000000,0.20000000,0.00000000,0.22302389,0.15000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34078,Casual Shoes,0.65480866,0.60000000,0.60000000,0.00000000,0.58951664,0.60000000,0.50000000,0.00000000,0.46684708,0.50000000,0.30000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34079,Casual Shoes,0.49698443,0.60000000,0.20000000,0.00000000,0.39194011,0.40000000,0.20000000,0.00000000,0.32044581,0.30000000,0.20000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34087,Casual Shoes,0.76481736,1.00000000,0.60000000,0.00000000,0.60335599,0.80000000,0.30000000,0.00000000,0.55285820,0.70000000,0.30000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34088,Casual Shoes,0.19178318,0.40000000,0.00000000,0.00000000,0.29550485,0.60000000,0.10000000,0.00000000,0.31939052,0.55000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34090,Casual Shoes,0.36437885,0.60000000,0.20000000,0.00000000,0.23645694,0.30000000,0.10000000,0.00000000,0.25717533,0.45000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34091,Tops,0.15782423,0.40000000,0.00000000,0.40000000,0.20694181,0.50000000,0.00000000,0.50000000,0.20570757,0.45000000,0.00000000,0.35000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34097,Tshirts,0.93439746,1.00000000,0.80000000,0.60000000,0.88510219,1.00000000,0.70000000,0.30000000,0.82070855,1.00000000,0.55000000,0.40000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34103,Tshirts,0.22342676,0.60000000,0.00000000,0.80000000,0.29067885,0.60000000,0.10000000,0.40000000,0.26137348,0.50000000,0.05000000,0.40000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34116,Capris,0.00000000,0.00000000,0.00000000,0.60000000,0.00000000,0.00000000,0.00000000,0.60000000,0.00000000,0.00000000,0.00000000,0.70000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34117,Shorts,0.00000000,0.00000000,0.00000000,0.80000000,0.14465249,0.20000000,0.20000000,0.60000000,0.23230876,0.30000000,0.30000000,0.75000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34122,Duffel Bag,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34158,Tops,0.00000000,0.00000000,0.00000000,0.40000000,0.06784272,0.20000000,0.00000000,0.20000000,0.11526986,0.25000000,0.05000000,0.30000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34159,Tops,0.00000000,0.00000000,0.00000000,0.40000000,0.06784272,0.20000000,0.00000000,0.20000000,0.11526986,0.25000000,0.05000000,0.30000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34165,Tops,0.00000000,0.00000000,0.00000000,0.00000000,0.03181039,0.10000000,0.00000000,0.00000000,0.02052939,0.05000000,0.00000000,0.10000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34178,Tshirts,0.77657324,1.00000000,0.40000000,0.40000000,0.71260422,1.00000000,0.30000000,0.40000000,0.58450939,0.85000000,0.15000000,0.35000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34179,Tshirts,0.77657324,1.00000000,0.40000000,0.40000000,0.71260422,1.00000000,0.30000000,0.40000000,0.58450939,0.85000000,0.15000000,0.35000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34188,Tshirts,0.66083979,0.80000000,0.80000000,0.40000000,0.62814604,0.70000000,0.70000000,0.50000000,0.60066183,0.70000000,0.55000000,0.65000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34189,Tshirts,0.66083979,0.80000000,0.80000000,0.40000000,0.62814604,0.70000000,0.70000000,0.50000000,0.60066183,0.70000000,0.55000000,0.65000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34208,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,0.86694799,0.80000000,0.80000000,0.00000000,0.77631642,0.85000000,0.55000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34210,Tshirts,0.25306148,0.40000000,0.20000000,0.00000000,0.30016662,0.50000000,0.20000000,0.00000000,0.26241232,0.35000000,0.20000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34216,Tshirts,0.66958010,1.00000000,0.20000000,0.00000000,0.58960223,0.90000000,0.10000000,0.00000000,0.63609124,0.80000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34228,Tshirts,0.78601374,0.80000000,0.80000000,0.00000000,0.78881131,0.90000000,0.70000000,0.00000000,0.65038014,0.75000000,0.45000000,0.20000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34249,Shorts,0.23085840,0.40000000,0.20000000,0.00000000,0.24814771,0.40000000,0.20000000,0.00000000,0.25274817,0.40000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34255,Track Pants,0.44685353,0.60000000,0.60000000,0.00000000,0.43780686,0.50000000,0.50000000,0.00000000,0.35947407,0.35000000,0.35000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34259,Tracksuits,0.51103038,0.60000000,0.00000000,0.00000000,0.42824287,0.40000000,0.00000000,0.00000000,0.35587444,0.30000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34264,Dupatta,0.45694241,0.80000000,0.00000000,0.00000000,0.45140722,0.60000000,0.00000000,0.00000000,0.41212641,0.40000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34270,Dupatta,0.16958010,0.20000000,0.20000000,0.00000000,0.16424921,0.20000000,0.10000000,0.00000000,0.12460831,0.10000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34274,Dupatta,0.68133598,0.80000000,0.40000000,0.00000000,0.64106553,0.60000000,0.30000000,0.00000000,0.50910286,0.35000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34275,Dupatta,0.48824412,0.80000000,0.20000000,0.00000000,0.49490691,0.70000000,0.10000000,0.00000000,0.49507327,0.55000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34283,Dupatta,0.50000000,1.00000000,0.00000000,0.00000000,0.41404124,0.60000000,0.00000000,0.00000000,0.36005162,0.40000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34294,Dupatta,1.00000000,1.00000000,0.00000000,0.00000000,0.92160173,0.90000000,0.00000000,0.00000000,0.63439273,0.50000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34298,Dupatta,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.10000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34299,Dupatta,0.53510419,1.00000000,0.00000000,0.00000000,0.68387205,1.00000000,0.10000000,0.00000000,0.76924134,0.95000000,0.10000000,0.10000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34300,Dupatta,0.68002731,1.00000000,0.40000000,0.00000000,0.61682540,1.00000000,0.20000000,0.00000000,0.66999995,0.95000000,0.15000000,0.10000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34302,Sarees,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34313,Stoles,0.69921482,0.60000000,0.00000000,0.00000000,0.59072728,0.50000000,0.00000000,0.00000000,0.44816404,0.35000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34325,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.98182186,1.00000000,0.95000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34337,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,0.86721977,0.90000000,0.70000000,0.00000000,0.73425396,0.85000000,0.45000000,0.10000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34338,Tshirts,0.93439746,1.00000000,0.80000000,0.00000000,0.92561805,1.00000000,0.80000000,0.00000000,0.77354842,0.90000000,0.50000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34339,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.86015995,0.90000000,0.70000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34341,Tshirts,0.93439746,1.00000000,0.80000000,0.00000000,0.88641891,1.00000000,0.70000000,0.20000000,0.80738198,0.95000000,0.55000000,0.10000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34358,Tshirts,0.82740433,1.00000000,0.60000000,0.00000000,0.71733457,0.90000000,0.40000000,0.00000000,0.64112298,0.90000000,0.25000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34361,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,0.89454664,0.90000000,0.80000000,0.00000000,0.81143478,0.85000000,0.65000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34366,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.96713503,0.95000000,0.95000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34368,Tshirts,0.89300687,1.00000000,0.80000000,0.00000000,0.86113756,0.90000000,0.80000000,0.00000000,0.87804442,0.90000000,0.85000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34369,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,0.96818961,1.00000000,0.90000000,0.00000000,0.87276108,0.85000000,0.80000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34373,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,0.90193538,0.90000000,0.80000000,0.00000000,0.81399300,0.95000000,0.55000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34386,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34397,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,0.86694799,0.80000000,0.80000000,0.00000000,0.82947611,0.85000000,0.70000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34400,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,0.85798094,0.80000000,0.80000000,0.00000000,0.79917249,0.75000000,0.75000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34401,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,0.89136964,0.90000000,0.80000000,0.00000000,0.84126984,0.85000000,0.75000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34402,Tshirts,0.83041990,1.00000000,0.80000000,0.00000000,0.85814372,1.00000000,0.80000000,0.00000000,0.85476244,0.95000000,0.80000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34403,Tshirts,0.91520995,1.00000000,0.80000000,0.00000000,0.91184995,1.00000000,0.80000000,0.00000000,0.90967334,0.95000000,0.85000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34405,Tshirts,0.57735842,0.80000000,0.40000000,0.00000000,0.62000939,0.90000000,0.40000000,0.00000000,0.60989477,0.80000000,0.45000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34406,Tshirts,0.83041990,0.80000000,0.80000000,0.00000000,0.82369989,0.80000000,0.80000000,0.00000000,0.85335670,0.85000000,0.85000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34408,Tshirts,0.78601374,0.80000000,0.80000000,0.00000000,0.79488333,0.80000000,0.80000000,0.00000000,0.69000676,0.75000000,0.55000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34412,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34419,Tshirts,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,0.88286836,0.90000000,0.75000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34442,Tshirts,0.75437015,1.00000000,0.40000000,0.00000000,0.69687922,1.00000000,0.30000000,0.00000000,0.55967130,0.80000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34448,Flats,0.10699313,0.20000000,0.00000000,0.00000000,0.10611318,0.20000000,0.00000000,0.00000000,0.17193460,0.30000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34449,Flats,0.00000000,0.00000000,0.00000000,0.00000000,0.03181039,0.10000000,0.00000000,0.00000000,0.03696187,0.10000000,0.00000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34450,Flats,0.41219438,0.40000000,0.20000000,0.00000000,0.30668508,0.30000000,0.10000000,0.00000000,0.23744874,0.25000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34454,Flats,0.25437015,0.40000000,0.00000000,0.00000000,0.23607835,0.40000000,0.00000000,0.00000000,0.18871355,0.25000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34455,Heels,0.44685353,0.60000000,0.60000000,0.00000000,0.32310448,0.40000000,0.30000000,0.00000000,0.44132440,0.55000000,0.45000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34456,Heels,0.41520995,0.80000000,0.00000000,0.00000000,0.37396753,0.70000000,0.00000000,0.00000000,0.45343859,0.75000000,0.20000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34457,Heels,0.31866402,0.60000000,0.20000000,0.00000000,0.30709389,0.50000000,0.20000000,0.00000000,0.28306198,0.50000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34465,Backpacks,0.57303417,1.00000000,0.20000000,0.00000000,0.47506794,0.80000000,0.10000000,0.00000000,0.48302195,0.80000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34466,Backpacks,0.50000000,1.00000000,0.00000000,0.00000000,0.50000000,1.00000000,0.00000000,0.00000000,0.56604674,1.00000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34468,Backpacks,0.46835642,0.60000000,0.20000000,0.00000000,0.47694831,0.70000000,0.20000000,0.00000000,0.39614362,0.60000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34496,Shirts,0.08479005,0.20000000,0.00000000,0.00000000,0.08973855,0.20000000,0.00000000,0.00000000,0.12828931,0.25000000,0.05000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34514,Flip Flops,0.27657324,0.40000000,0.00000000,0.00000000,0.35501132,0.70000000,0.00000000,0.00000000,0.37304730,0.65000000,0.10000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34515,Flip Flops,0.68002731,1.00000000,0.40000000,0.00000000,0.51968946,0.60000000,0.30000000,0.00000000,0.51369441,0.65000000,0.30000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34519,Sandals,0.41520995,0.80000000,0.00000000,0.00000000,0.44881095,0.70000000,0.20000000,0.00000000,0.37657994,0.55000000,0.15000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34522,Sandals,0.58479005,1.00000000,0.20000000,0.00000000,0.55382249,0.80000000,0.30000000,0.00000000,0.42621707,0.55000000,0.20000000,0.00000000,,,
spatial-hsv-edge-4x4-v2,1,240x320,teacher,v1,primary,development,34524,Sandals,0.16958010,0.20000000,0.00000000,0.00000000,0.11004588,0.10000000,0.00000000,0.00000000,0.10445751,0.10000000,0.05000000,0.00000000,,,
