id,articleType,product_family_group,mode
23530,Perfume and Body Mist,family_f81d94ac2b0ad813,RGB
23531,Perfume and Body Mist,family_8a937a5d71c15e17,RGB
23535,Perfume and Body Mist,family_e2a00caee9694c84,RGB
23536,Perfume and Body Mist,family_b96bf0fc739c6512,RGB
23545,Fragrance Gift Set,family_e402133afe46c32b,RGB
23566,Perfume and Body Mist,family_0c018698c42b5711,RGB
23569,Perfume and Body Mist,family_3e954a93ab63854c,RGB
23574,Perfume and Body Mist,family_0a11760cc03d56ea,RGB
23577,Perfume and Body Mist,family_19ba3ced47415bb2,RGB
23581,Deodorant,family_d655732e41f96539,RGB
23591,Fragrance Gift Set,family_a650e815886ddbc5,RGB
23600,Fragrance Gift Set,family_9b4a4f40ff85f06c,RGB
23601,Perfume and Body Mist,family_644e1086f89efa6b,RGB
23611,Perfume and Body Mist,family_3f1c49a0e9c21b50,RGB
23612,Perfume and Body Mist,family_4fddf9a9561d565f,RGB
23618,Deodorant,family_1c5eda77b4b1d00b,RGB
23620,Fragrance Gift Set,family_2330761ac984b4a1,RGB
23625,Tops,family_3c0b302b90575ba7,RGB
23627,Tshirts,family_e83f125b8f31fc57,RGB
23649,Tshirts,family_8e65531db660d1a8,RGB
23666,Shirts,family_ccb9c30ec5324e68,RGB
23679,Casual Shoes,family_d35b342e08420218,RGB
23703,Sunglasses,family_380864936be059d9,RGB
23704,Sunglasses,family_47cfce04e209f6a4,RGB
23706,Sunglasses,family_47cfce04e209f6a4,RGB
23734,Sunglasses,family_31c9447aade1757c,RGB
23739,Sunglasses,family_038d55bfc8e5bcb0,RGB
23743,Sunglasses,family_548f4d7ef0410b9f,RGB
23750,Sunglasses,family_3a5a0fec6110a377,RGB
23759,Sunglasses,family_f5c9b5509a6317b0,RGB
23760,Sunglasses,family_2f543ffca6a63dcf,RGB
23761,Sunglasses,family_f5c9b5509a6317b0,RGB
23780,Sunglasses,family_662b8256712ebdaa,RGB
23783,Sunglasses,family_2551849d4384ad82,RGB
23787,Sunglasses,family_f1eab14597a2d3e3,RGB
23815,Casual Shoes,family_7889fdad960fbd2b,RGB
23825,Flip Flops,family_f9721e8ff9465fe8,RGB
23827,Flip Flops,family_239001fbf1dc4c90,RGB
23837,Sports Shoes,family_0a2ab8228b698133,RGB
23839,Casual Shoes,family_523d404ddb8d4223,RGB
23847,Sports Shoes,family_b464715467a82478,RGB
23848,Sports Shoes,family_0a2ab8228b698133,RGB
23850,Flip Flops,family_02d9bd03ac3aa355,RGB
23858,Sports Shoes,family_e026f803df94a633,RGB
23867,Flip Flops,family_54f611f7c679a271,RGB
23868,Tshirts,family_896994b7ffe177aa,RGB
23894,Flats,family_133d48350158b6fe,RGB
23899,Sandals,family_09fc147b04851d00,RGB
23913,Casual Shoes,family_7a706b564480826d,RGB
23917,Casual Shoes,family_f76c22afb8e6ea61,RGB
23926,Sports Shoes,family_2632170365579328,RGB
23929,Sports Shoes,family_2e6ab241aebe5270,RGB
23954,Shirts,family_8949fc620aa2d550,RGB
23956,Shirts,family_828629f5d1a0d9e6,RGB
23968,Tshirts,family_942d712134e1baea,RGB
24015,Tshirts,family_9a3c17bcd9263b66,RGB
24020,Tshirts,family_65d178e6db40b37c,RGB
24024,Tshirts,family_9a3c17bcd9263b66,RGB
24041,Tshirts,family_9a3c17bcd9263b66,RGB
24042,Tshirts,family_9a3c17bcd9263b66,RGB
24044,Tshirts,family_d40795cb5d2beae8,RGB
24051,Tshirts,family_dabbaa6c83f7ac6f,RGB
24053,Tshirts,family_65d178e6db40b37c,RGB
24055,Tshirts,family_4f1229e56f2b7bde,RGB
24066,Shirts,family_58d99ed594dbcc48,RGB
24071,Heels,family_b95393a403908e76,RGB
24072,Casual Shoes,family_9233bfc94cd83132,RGB
24089,Sweatshirts,family_6fab9a3ddc6328d2,RGB
24100,Sandals,family_26a9f3727d0f5f01,RGB
24114,Flip Flops,family_398fd2e543db24fb,RGB
24136,Jackets,family_9b277737bceb9d72,RGB
24143,Tshirts,family_e5123c36254e24c5,RGB
24144,Tshirts,family_8138f07817b99d2e,RGB
24148,Tshirts,family_8f22fbbe28a46553,RGB
24151,Kurtas,family_aef2f13f436e0b53,RGB
24153,Kurtas,family_aef2f13f436e0b53,RGB
24158,Kurtas,family_92703caf944a8e75,RGB
24159,Kurtas,family_82d9f6ce11abe2ef,RGB
24162,Kurtas,family_46c2dce7b201b927,RGB
24167,Kurtis,family_b12054c3d27f4ed6,RGB
24168,Kurtis,family_cc8bec3e1e898788,RGB
24170,Kurtis,family_03fcf2a78ae52e5d,RGB
24171,Kurtis,family_03fcf2a78ae52e5d,RGB
24178,Flip Flops,family_f029e7aaf9184f04,RGB
24184,Casual Shoes,family_aaa62b4a2ee7e070,RGB
24188,Casual Shoes,family_ff76dddb37da47d0,RGB
24215,Tshirts,family_2e7fb17b4c9a180c,RGB
24259,Casual Shoes,family_80a2cee548e37e3b,RGB
24273,Tshirts,family_b5c98d9d480bc133,RGB
24275,Tshirts,family_2dfe1893e2510dc7,RGB
24285,Shirts,family_2e6157bc0432b4ae,RGB
24290,Sweatshirts,family_ad508fd81a92a866,RGB
24292,Socks,family_a02a7093edbc9dcb,RGB
24333,Tshirts,family_8138f07817b99d2e,RGB
24334,Tshirts,family_8f22fbbe28a46553,RGB
24339,Tshirts,family_8138f07817b99d2e,RGB
24359,Kurtas,family_15fb33ea703c4dfc,RGB
24366,Kurtas,family_ac03a8d9af1fc00a,RGB
24372,Kurtas,family_356a5a96cafc0d11,RGB
24374,Kurtas,family_cb025d5546080f13,RGB
24375,Kurtas,family_15fb33ea703c4dfc,RGB
24408,Sports Shoes,family_bafb19b80e112f22,RGB
24412,Sports Shoes,family_f309d6203e312f61,RGB
24413,Sports Shoes,family_c44dce8d6f62adf8,RGB
24414,Sports Shoes,family_c44dce8d6f62adf8,RGB
24419,Sports Shoes,family_0aaf768e15adf52b,RGB
24420,Sports Shoes,family_94838f458b4bc3aa,RGB
24421,Sports Shoes,family_6985765acb2973fc,RGB
24423,Sports Shoes,family_d5fb273be4888257,RGB
24424,Sports Shoes,family_cb2a4f3ebc83c846,RGB
24444,Socks,family_968010b609748575,L
24455,Sports Shoes,family_37bf33a9eb8951eb,RGB
24463,Casual Shoes,family_c15f3a84b85be862,RGB
24468,Casual Shoes,family_4359317c78a17dfd,RGB
24472,Flip Flops,family_1a1d2f12f7f8ed8a,RGB
24518,Kurtas,family_403ea10f0d194a15,RGB
24526,Shirts,family_6efcf252b3015161,RGB
24527,Shirts,family_1907e0ee827cb48c,RGB
24529,Shirts,family_8200efe15a152c04,RGB
24535,Kurtis,family_1869d694223e5729,RGB
24562,Shirts,family_669e16a04b2ea051,RGB
24592,Tshirts,family_74c8f148b22af21d,RGB
24593,Tshirts,family_bc05f90b7aec2daf,RGB
24602,Kurtas,family_6a384b0c8391723f,RGB
24609,Shirts,family_2d208a1b1586682a,RGB
24610,Shirts,family_cc14d1fb8c23fafd,RGB
24619,Wallets,family_4c9dd47036659e7d,RGB
24638,Sports Shoes,family_d3f983a38cc4d317,RGB
24645,Cufflinks,family_47acc8b90f4d345f,RGB
24646,Cufflinks,family_10548f9d6b5cbf8c,RGB
24681,Belts,family_efe2793081594c32,RGB
24689,Sandals,family_17b1eb8cbf7c6985,RGB
24694,Tshirts,family_216078b4af40a6e4,RGB
24697,Shirts,family_1d7a6491b231658c,RGB
24699,Sports Shoes,family_0764a1a54e9fa4c0,RGB
24701,Casual Shoes,family_24e6b780225b2a7c,RGB
24711,Casual Shoes,family_09dbead4f185e7ec,RGB
24712,Casual Shoes,family_90efd5f59012eff1,RGB
24721,Sports Shoes,family_a8678bc6cec336c9,RGB
24727,Casual Shoes,family_1eb614a64cbef0cc,RGB
24729,Tshirts,family_c65458234122d958,RGB
24732,Tshirts,family_c8a5254373fc14f3,RGB
24741,Handbags,family_0e71e07c2f820178,RGB
24755,Jeans,family_d1b7587971a98d4d,RGB
24769,Flip Flops,family_bd56b9ae2997d841,RGB
24779,Belts,family_a5d907d79de5ff35,RGB
24780,Belts,family_a5d907d79de5ff35,RGB
24782,Belts,family_d94eeeffa3509356,RGB
24788,Belts,family_a5d907d79de5ff35,RGB
24796,Kurta Sets,family_e94891dfd08d0361,RGB
24816,Tops,family_a0acf640e79d16af,RGB
24822,Casual Shoes,family_793742be6f374df9,RGB
24833,Backpacks,family_7be0a5c2bf93d5fc,RGB
24835,Casual Shoes,family_bf6a8218c67ea108,RGB
24840,Shirts,family_2307772f8050449c,RGB
24845,Jackets,family_5d15b4c5651b5aed,RGB
24866,Belts,family_c927d7834a53e41b,RGB
24876,Dresses,family_5b90bd825771b64a,RGB
24884,Tshirts,family_b2ac00a245be80cd,RGB
24887,Tshirts,family_aab0bf2c6c647eef,RGB
24906,Tshirts,family_3458d083166ecb33,RGB
24908,Tshirts,family_4860d636504aae98,RGB
24912,Tshirts,family_4860d636504aae98,RGB
24919,Tops,family_a5acb592104daa7f,RGB
24922,Tops,family_a5acb592104daa7f,RGB
24924,Tops,family_18b4ab44c7a7f7d9,RGB
24929,Dresses,family_22289f44f9cdc1b7,RGB
24942,Tops,family_f8b013fc20f0be63,RGB
24944,Tops,family_f1556511dde6db4c,RGB
24946,Tops,family_d7b0327fb8e1d968,RGB
24949,Tshirts,family_f8f16d1d7c0b254c,RGB
24955,Tshirts,family_c65458234122d958,RGB
24989,Tops,family_18b4ab44c7a7f7d9,RGB
24995,Jeans,family_ef9decf33b87ffab,RGB
25003,Shirts,family_68e32914df09f07c,RGB
25020,Sweatshirts,family_aa9364604f5a6340,RGB
25024,Shorts,family_ed1e293a18f1dde8,RGB
25034,Track Pants,family_acc721d7afd78a7c,RGB
25036,Leggings,family_166c6333a79e403d,RGB
25038,Tshirts,family_5e163dd699a6114e,RGB
25041,Tshirts,family_2e7fb17b4c9a180c,RGB
25048,Accessory Gift Set,family_492c4d0bd3875d5a,RGB
25051,Accessory Gift Set,family_492c4d0bd3875d5a,RGB
25054,Accessory Gift Set,family_492c4d0bd3875d5a,RGB
25059,Accessory Gift Set,family_492c4d0bd3875d5a,RGB
25060,Accessory Gift Set,family_492c4d0bd3875d5a,RGB
25061,Accessory Gift Set,family_492c4d0bd3875d5a,RGB
25085,Wallets,family_c990c13cd979e4fe,L
25088,Wallets,family_1221518af6bdf781,RGB
25093,Wallets,family_1221518af6bdf781,RGB
25094,Wallets,family_1221518af6bdf781,RGB
25097,Wallets,family_1221518af6bdf781,RGB
25101,Belts,family_e2d9b095ea37f61d,RGB
25111,Belts,family_756e370e972cbce2,RGB
25139,Clutches,family_e0d23d56389d7cd9,RGB
25149,Handbags,family_feb7d01a3703f2a2,RGB
25175,Handbags,family_f52d812e20b14f3a,RGB
25195,Handbags,family_c06157f56c5d764e,RGB
25198,Handbags,family_c06157f56c5d764e,RGB
25199,Handbags,family_c06157f56c5d764e,RGB
25201,Handbags,family_c06157f56c5d764e,RGB
25202,Handbags,family_c06157f56c5d764e,RGB
25203,Handbags,family_c06157f56c5d764e,RGB
25245,Handbags,family_df34ad06093d7dec,RGB
25248,Handbags,family_df34ad06093d7dec,RGB
25251,Handbags,family_df34ad06093d7dec,RGB
25253,Handbags,family_df34ad06093d7dec,RGB
25261,Handbags,family_69ff40a76744d1fc,RGB
25262,Handbags,family_69ff40a76744d1fc,RGB
25263,Handbags,family_dc77985851140600,RGB
25264,Handbags,family_cd0874acecf0682e,RGB
25267,Handbags,family_286ca1ecab86d617,RGB
25268,Handbags,family_6202394f37eaba77,RGB
25272,Handbags,family_286ca1ecab86d617,RGB
25275,Handbags,family_286ca1ecab86d617,RGB
25278,Handbags,family_feb7d01a3703f2a2,RGB
25285,Handbags,family_feb7d01a3703f2a2,RGB
25286,Handbags,family_ed1c87b471c29d40,RGB
25287,Handbags,family_0724e817ddacfadb,RGB
25295,Handbags,family_08bfdbead421ae42,RGB
25300,Wallets,family_368fb018811005b4,RGB
25304,Wallets,family_53b00461bae49445,RGB
25306,Wallets,family_53b00461bae49445,RGB
25315,Watches,family_7a668fc999ff357d,RGB
25316,Watches,family_af25b52a4a6686e4,RGB
25324,Watches,family_fe485c4e7c082a4d,RGB
25338,Watches,family_ee3986906dfbfea3,RGB
25342,Briefs,family_a6375429d606538e,RGB
25345,Briefs,family_595eff56fe51a413,RGB
25346,Briefs,family_3da4c58b4a96e79c,RGB
25347,Briefs,family_a6375429d606538e,RGB
25348,Briefs,family_2c048594d7f575e1,RGB
25359,Briefs,family_35f753cb19e61bce,RGB
25364,Trunk,family_886f1ac2f5ef0479,RGB
25400,Mufflers,family_0314b65c6c8ac7ef,RGB
25412,Sports Shoes,family_12b8f61ac8e49b8a,RGB
25413,Sports Shoes,family_a5825280679e4595,RGB
25415,Sports Shoes,family_b41b4c7fc234db80,RGB
25417,Sports Shoes,family_6edb61e2c9261d94,RGB
25425,Handbags,family_82d163fb47c71405,RGB
25448,Sports Sandals,family_1e4399f97336562b,RGB
25449,Flip Flops,family_e94c0e6dce7e3edc,RGB
25469,Sports Shoes,family_7f2d9fe19028e826,RGB
25475,Casual Shoes,family_81a64dc2d4d67de6,RGB
25484,Flip Flops,family_9aed1fff921f64bf,RGB
25488,Casual Shoes,family_44592ec765c93ab0,RGB
25492,Sandals,family_91e79ac747780635,RGB
25523,Shirts,family_c899850d60f2c2a0,RGB
25526,Tops,family_1cbaab7af944ef64,RGB
25528,Shirts,family_3e59e2e65f7f5e3b,RGB
25546,Tshirts,family_ca97ada05901d7a0,RGB
25584,Sports Shoes,family_c9df7992b6b1369a,RGB
25585,Sports Shoes,family_b78f33ca6d031315,RGB
25609,Watches,family_46131d4c58bab17a,RGB
25615,Watches,family_3c6368fe0e653b26,RGB
25640,Watches,family_9af6c10ba294a121,RGB
25641,Watches,family_9af6c10ba294a121,RGB
25652,Watches,family_9af6c10ba294a121,RGB
25653,Watches,family_9af6c10ba294a121,RGB
25655,Watches,family_074ef2459cc7cafd,RGB
25691,Tops,family_84f52563e962ce5a,RGB
25698,Tops,family_2ec93043d85caeb6,RGB
25699,Tops,family_84f52563e962ce5a,RGB
25719,Handbags,family_8e839330fcff34ca,RGB
25729,Belts,family_3789a4fcb1f31fa1,RGB
25736,Wallets,family_d0e9928b5f4bffde,RGB
25741,Wallets,family_cfc19734e5457fdf,RGB
25749,Belts,family_b9dff18c40cb1531,RGB
25754,Belts,family_7c86d9836a579922,RGB
25778,Suspenders,family_21208044c591e555,RGB
25780,Suspenders,family_21208044c591e555,RGB
25783,Suspenders,family_7c941270aa714a69,RGB
25785,Suspenders,family_21208044c591e555,RGB
25791,Suspenders,family_eb3004e34adee15e,RGB
25793,Suspenders,family_b2380302429d2d9c,RGB
25820,Kurtas,family_9cf505572c3e9e4c,RGB
25827,Kurtas,family_45aef5d0196a9158,RGB
25832,Kurtas,family_9cf505572c3e9e4c,RGB
25840,Kurtas,family_45aef5d0196a9158,RGB
25853,Kurtas,family_45aef5d0196a9158,RGB
25863,Laptop Bag,family_578e3f3143a1c2f6,RGB
25865,Backpacks,family_0c82a03c89d6908b,RGB
25866,Backpacks,family_0c82a03c89d6908b,RGB
25877,Backpacks,family_f1cfe568b4e0db6d,RGB
25881,Backpacks,family_184100b447964b89,RGB
25882,Backpacks,family_f1cfe568b4e0db6d,RGB
25893,Tops,family_73f0e71ef67da581,RGB
25902,Leggings,family_63bf792cb8b7f37a,RGB
25919,Tshirts,family_647f9325a0952939,RGB
25922,Tshirts,family_4903532f42c54deb,RGB
25924,Tshirts,family_60eaf35039b235f6,RGB
25925,Tshirts,family_7585c62c496782a5,RGB
25931,Skirts,family_ffe11f9a17f93eec,RGB
25932,Scarves,family_321f3b6a50441e26,RGB
25940,Scarves,family_3fb0ea90b8a70f90,RGB
25949,Scarves,family_485472064dd3f742,RGB
25954,Scarves,family_321f3b6a50441e26,RGB
25958,Scarves,family_66201e34c088797c,RGB
25970,Tops,family_c9f3140ef5b72b61,RGB
25979,Perfume and Body Mist,family_884fe25629346731,RGB
25987,Perfume and Body Mist,family_1e444c3cc0159034,RGB
25990,Perfume and Body Mist,family_ae4865d2b4d4e486,RGB
25994,Perfume and Body Mist,family_d5848179a1480ef9,RGB
25999,Perfume and Body Mist,family_a7d9d30a4f4ca94b,RGB
26001,Perfume and Body Mist,family_09d94798f69f224e,RGB
26003,Perfume and Body Mist,family_94de985682c66748,RGB
26004,Perfume and Body Mist,family_15f9906ebfa40812,RGB
26012,Perfume and Body Mist,family_8e7f572697f0c4b7,RGB
26015,Perfume and Body Mist,family_a47b7955796f2c43,RGB
26028,Perfume and Body Mist,family_de6eb52d44ae18a4,RGB
26044,Shirts,family_85e68d1bc305c16a,RGB
26045,Shirts,family_ae10ae3b8cbf55ed,RGB
26114,Shirts,family_ae10ae3b8cbf55ed,RGB
26115,Shirts,family_ae10ae3b8cbf55ed,RGB
26141,Trousers,family_1adc82e9344becd8,RGB
26145,Trousers,family_1adc82e9344becd8,RGB
26146,Trousers,family_cd79894dce1ceecf,RGB
26156,Trousers,family_cb206839a1c2d65f,RGB
26159,Trousers,family_1adc82e9344becd8,RGB
26174,Flats,family_60c1de160ea1e3bb,RGB
26178,Heels,family_dd71b775941a3c2e,RGB
26182,Handbags,family_05fb43a07d18d98b,RGB
26184,Flats,family_60c1de160ea1e3bb,RGB
26185,Flats,family_60c1de160ea1e3bb,RGB
26210,Perfume and Body Mist,family_b903ed7c1d1dbac0,RGB
26213,Perfume and Body Mist,family_b903ed7c1d1dbac0,RGB
26220,Handbags,family_4ab3fbcc946b6ecf,RGB
26224,Wallets,family_d0e9928b5f4bffde,RGB
26236,Tshirts,family_7b7b68b476bc45f8,RGB
26254,Track Pants,family_8877ada2c7b7fb71,RGB
26258,Track Pants,family_8877ada2c7b7fb71,RGB
26261,Tshirts,family_3df7034cc776c48c,RGB
26262,Tshirts,family_70e69c33ebc122ac,RGB
26273,Tshirts,family_70e69c33ebc122ac,RGB
26278,Tshirts,family_70e69c33ebc122ac,RGB
26311,Shorts,family_62918bd51b6d7c5d,RGB
26312,Shorts,family_fe3fba642299289a,RGB
26315,Track Pants,family_8877ada2c7b7fb71,RGB
26321,Tracksuits,family_30d34a5c91e0c3a6,RGB
26330,Watches,family_23e25af3ed0985fc,RGB
26332,Watches,family_c51664d9351a4a89,RGB
26336,Watches,family_bfe8e457183dc2bd,RGB
26338,Watches,family_99593fda37915cb5,RGB
26342,Watches,family_b50e9877a918e60a,RGB
26346,Watches,family_cbc30fcb9ac6a13a,RGB
26355,Dresses,family_badba2b5097ad289,RGB
26357,Tshirts,family_490d1d1e45f3e367,RGB
26365,Shirts,family_1697cd2479ed0900,RGB
26368,Shirts,family_16efc3d3c1c65a20,RGB
26375,Flip Flops,family_5650aa74a30f79d5,RGB
26380,Trousers,family_2e5e052edca7f3d7,RGB
26408,Shirts,family_3d2285fdcca96100,RGB
26426,Handbags,family_8453ed0027934c61,RGB
26434,Handbags,family_9b87b655c0b3d891,RGB
26462,Tshirts,family_c0c2ec76d7698d58,RGB
26463,Tshirts,family_26527da21f11f90b,RGB
26465,Shorts,family_9d0afb324b1d6f35,RGB
26473,Tshirts,family_a33168754d4363a8,RGB
26474,Tshirts,family_4c8828da6067ce4b,RGB
26481,Tshirts,family_c0c2ec76d7698d58,RGB
26483,Tshirts,family_26527da21f11f90b,RGB
26490,Tshirts,family_064ac9e35cd30cb3,RGB
26491,Tshirts,family_c0c2ec76d7698d58,RGB
26495,Tshirts,family_b2450ad9bbec8b8b,RGB
26498,Tshirts,family_8b99eff3ea23d96c,RGB
26502,Tshirts,family_b1c61d5092abacc0,RGB
26504,Trousers,family_6dfb065ffc143e80,RGB
26518,Shirts,family_7ab2de3c5c64aaea,RGB
26521,Shorts,family_038d6169653b748b,RGB
26535,Casual Shoes,family_9c47a4c7c590c8ea,RGB
26537,Casual Shoes,family_9c47a4c7c590c8ea,RGB
26542,Casual Shoes,family_9c47a4c7c590c8ea,RGB
26548,Casual Shoes,family_9c47a4c7c590c8ea,RGB
26550,Casual Shoes,family_9c47a4c7c590c8ea,RGB
26553,Casual Shoes,family_9c47a4c7c590c8ea,RGB
26554,Casual Shoes,family_9c47a4c7c590c8ea,RGB
26585,Sports Shoes,family_f7d3a879178bc630,RGB
26594,Sports Shoes,family_993e8c316519b2d3,RGB
26595,Sports Shoes,family_993e8c316519b2d3,RGB
26600,Sports Shoes,family_058efc93dad38446,RGB
26616,Sports Shoes,family_696a5784365c1c45,RGB
26619,Sports Shoes,family_26867f0bfa7f1ac6,RGB
26622,Sports Shoes,family_01f71ff784ade0df,RGB
26626,Sports Sandals,family_b49fd92275ad2289,RGB
26627,Sandals,family_6b66f534dc5970e4,RGB
26646,Casual Shoes,family_925d263ac900e823,RGB
26648,Casual Shoes,family_c6d6d6ae618f4c27,RGB
26653,Casual Shoes,family_5f0575c5ce2b02a1,RGB
26670,Casual Shoes,family_a13c07ffc0a1c47b,RGB
26672,Flip Flops,family_dcb25239faec84e0,RGB
26673,Flip Flops,family_dcb25239faec84e0,RGB
26677,Flip Flops,family_deaf1a2fa1afbf93,RGB
26681,Sports Shoes,family_f3f25336960e24b8,RGB
26688,Sandals,family_0e42767da79355a7,RGB
26709,Sports Shoes,family_b2b238feba6a06c7,RGB
26715,Tshirts,family_b54c6035fbdce9bc,RGB
26717,Tshirts,family_5d416e617d7ebfe4,RGB
26732,Deodorant,family_564f3aada7a1a6ad,RGB
26781,Deodorant,family_e09d186c261365ba,RGB
26785,Deodorant,family_e09d186c261365ba,RGB
26788,Shirts,family_790324cdeca1062b,RGB
26796,Shirts,family_bd297e6db37203c7,RGB
26801,Shirts,family_645aec182b3ca025,RGB
26810,Trousers,family_0b9367bf833bb189,RGB
26812,Shirts,family_0a696afb0a940830,RGB
26814,Shirts,family_bd297e6db37203c7,RGB
26819,Trousers,family_83983f89bbb9426c,RGB
26848,Perfume and Body Mist,family_045149eb4188da89,RGB
26855,Perfume and Body Mist,family_9dde532937b79d28,RGB
26911,Tops,family_8170e66f3cb2eec0,RGB
26923,Tops,family_c1ec7141b2c21479,RGB
26947,Tshirts,family_6cb7997f6d896678,RGB
26982,Capris,family_ee70d32e1aadaa09,RGB
26984,Shorts,family_b8c3d16c1df648b2,RGB
26986,Shorts,family_c82e1dea44d9d43a,RGB
26989,Jeggings,family_779b24a39d3d134d,RGB
26990,Shorts,family_a115248182ef6202,RGB
26994,Jeans,family_596738cde5cfe021,RGB
27005,Jeans,family_779b24a39d3d134d,RGB
27013,Capris,family_a115248182ef6202,RGB
27020,Jeans,family_c79f032ad790709e,RGB
27027,Shorts,family_b8c3d16c1df648b2,RGB
27034,Heels,family_7caff4ca7dbf0a62,RGB
27044,Clutches,family_37305a06ac3fe41f,RGB
27054,Handbags,family_8b12501015b90a72,RGB
27074,Flats,family_e5ca8364e10b24b2,RGB
27084,Heels,family_c494c3208cb5d8bc,RGB
27089,Kurtas,family_a5ac4c724d1f0c9a,RGB
27092,Kurtas,family_fc820f9b7953e944,RGB
27098,Kurtis,family_b0cfd9adfd360292,RGB
27109,Kurtas,family_6342dd407001f048,RGB
27115,Bra,family_7ba5a7bab593fcdd,RGB
27141,Bra,family_7ba5a7bab593fcdd,RGB
27186,Trousers,family_832f93ea9cf6dc52,RGB
27189,Tshirts,family_53ca2703cf7ea79f,RGB
27193,Heels,family_c494c3208cb5d8bc,RGB
27195,Dresses,family_0c62237f25b78f3b,RGB
27207,Shorts,family_4cccfa2c6f8ed19b,RGB
27210,Shirts,family_c9f5d3e3f70dc893,RGB
27268,Kurtas,family_f9b2c7bd617273f0,RGB
27269,Kurtas,family_370c79ef4d1ac3e4,RGB
27276,Kurtas,family_b258df592407d489,RGB
27278,Kurtas,family_b258df592407d489,RGB
27285,Kurtas,family_96ede661180f06b2,RGB
27289,Kurtas,family_bc3c789164e8dfbc,RGB
27296,Kurtas,family_370c79ef4d1ac3e4,RGB
27297,Kurtas,family_370c79ef4d1ac3e4,RGB
27298,Kurtas,family_370c79ef4d1ac3e4,RGB
27300,Kurtas,family_403ea10f0d194a15,RGB
27304,Deodorant,family_3119109a40102e3a,RGB
27316,Perfume and Body Mist,family_5c8457b1be00e0cf,RGB
27323,Perfume and Body Mist,family_5aac5847150afbd0,RGB
27327,Deodorant,family_2e9cd10160c975f8,RGB
27343,Perfume and Body Mist,family_e12572ff1c61d7ef,RGB
27347,Tshirts,family_786b2b1096328fec,RGB
27348,Tshirts,family_b1e73a77e4ab1e52,RGB
27353,Tshirts,family_71613b38261a2979,RGB
27357,Tshirts,family_657f56b8a4c441ee,RGB
27364,Tshirts,family_86d9fdcca4f96a06,RGB
27384,Night suits,family_ca03bf1943772d99,RGB
27385,Night suits,family_ca03bf1943772d99,RGB
27386,Night suits,family_ca03bf1943772d99,RGB
27398,Bra,family_66b0c0ab64e66356,RGB
27399,Bra,family_9d3498c69f6ebc79,L
27401,Bra,family_fa5d76c04f4361bf,RGB
27408,Capris,family_aeffdba349a131d7,RGB
27412,Lounge Pants,family_231186a7d7002737,RGB
27421,Lounge Pants,family_5363c5251e71ca83,RGB
27425,Lounge Shorts,family_73e3f25b14a6f9d8,RGB
27428,Tshirts,family_b12cc3793bf4252d,L
27429,Tshirts,family_90c14faf5f266352,RGB
27431,Tshirts,family_90c14faf5f266352,RGB
27434,Bra,family_3bdf307dead9e698,RGB
27440,Tops,family_5437e86713916094,RGB
27443,Tshirts,family_90c14faf5f266352,RGB
27457,Bra,family_30b6f6c1105520f2,RGB
27459,Bra,family_f0a12712bba11097,RGB
27465,Briefs,family_ad364fdd7065a0b2,L
27466,Briefs,family_ea0dae476c5ff02c,RGB
27476,Bra,family_7e68e8ad01fb2fc0,L
27478,Bra,family_895b07033f70a55b,RGB
27490,Briefs,family_c5aba95c1e0417ed,RGB
27515,Briefs,family_297790fd72477468,RGB
27517,Briefs,family_c3e18e6982bfd4dd,RGB
27520,Heels,family_b95393a403908e76,RGB
27525,Jackets,family_d01b3e3834d4bca0,RGB
27537,Shirts,family_6f8a59dceec0a0b7,RGB
27539,Shirts,family_6f8a59dceec0a0b7,RGB
27624,Shorts,family_b60bfd2162a9804e,RGB
27626,Shorts,family_db50735c50a3ad80,RGB
27630,Trousers,family_bc42f850db219a07,RGB
27644,Tshirts,family_bafd5b18007e91db,RGB
27680,Handbags,family_4e178263c37a5ed0,RGB
27692,Handbags,family_4d8e9dff3d345fce,RGB
27703,Handbags,family_6a6f2f790cad6cdc,RGB
27715,Handbags,family_f7b8645f4ed2e94e,RGB
27724,Handbags,family_4d8e9dff3d345fce,RGB
27726,Handbags,family_6a6f2f790cad6cdc,RGB
27733,Handbags,family_6a6f2f790cad6cdc,RGB
27742,Handbags,family_5a6f8466246d0e17,RGB
27743,Handbags,family_5a6f8466246d0e17,RGB
27748,Handbags,family_5a6f8466246d0e17,RGB
27772,Wallets,family_d2f8b68f23b119e4,RGB
27808,Belts,family_6f964f994f3c6090,RGB
27818,Belts,family_24ade37755087371,L
27820,Belts,family_3f191e13e4da0169,RGB
27840,Belts,family_b9d3d74c27f9fe63,RGB
27846,Blazers,family_d273eeb6bed0cf59,RGB
27850,Tshirts,family_946f0a69bfa7f0bd,RGB
27860,Shirts,family_45503762ec186985,RGB
27861,Shirts,family_45503762ec186985,RGB
27867,Shirts,family_470459f48d344619,RGB
27875,Shirts,family_0f42191a89b46f1f,RGB
27876,Shirts,family_0f42191a89b46f1f,RGB
27879,Tops,family_783d8d536d394898,RGB
27882,Shirts,family_a766e2eced855b02,RGB
27888,Shirts,family_500d875c2bf32732,RGB
27893,Shirts,family_bd1fcf458ac3909b,RGB
27895,Shirts,family_803ba0b7439bd46e,RGB
27900,Trousers,family_0dc3d6a3d424e005,RGB
27902,Trousers,family_3f239ac154e513a9,RGB
27903,Trousers,family_9f4d675360361a3b,RGB
