id,path,sha256,articleType,baseColour,productDisplayName,duplicate_group,product_family_group,partition,cv_fold
19945,data/raw/teacher/train/images_train/19945.jpg,f5a2c9850ab879a351442b702a80ecd0c03da9f68eac9e21d5b340cfa3c6d74b,Handbags,Purple,Nike Women Casual Purple Handbag,single_f5a2c9850ab8,family_30da46c9b032eac0,development,2
19949,data/raw/teacher/train/images_train/19949.jpg,7b7d0440eca0699cfe9a980cd95ce48e7c337ee6036b6220350c7e1a95ac112e,Sweatshirts,Purple,Puma Men Solid Purple Sweatshirt,single_7b7d0440eca0,family_660f74be1addd733,development,0
19951,data/raw/teacher/train/images_train/19951.jpg,2738e4029d5d86bceca0b78aefad8f75de9c61d83119a68b470daa2adb5cc9e7,Caps,Navy Blue,Puma Unisex Cat Logo Navy Blue Cap,single_2738e4029d5d,family_e6f7c9773232c88f,development,2
19953,data/raw/teacher/train/images_train/19953.jpg,80d29fa8bbb943a9c8d609c0a7bae193613f057dcc44a0a7c1a8f62267add395,Sweaters,Black,United Colors of Benetton Men Solid Black Sweater,single_80d29fa8bbb9,family_7485465c4427634d,development,4
19956,data/raw/teacher/train/images_train/19956.jpg,de8c510600adeffb5c09847f8f8e338134fe766ace92446ba0bed4b8f99af3a7,Sweaters,Green,United Colors of Benetton Men Green Sweater,single_de8c510600ad,family_319980ebeaf4fa7d,development,2
19957,data/raw/teacher/train/images_train/19957.jpg,b32c473cf5d6b3dae3d62a353a42771054b5e4f60ec601a88bc6f44ffd3f7d62,Sweaters,Grey,United Colors of Benetton Men Grey Sweater,single_b32c473cf5d6,family_9d26f52fad49ec54,development,3
19958,data/raw/teacher/train/images_train/19958.jpg,76eefdc476eaf7e8c6b4beb54086e9a5ddce4c7cd27face19422d8f6849768f1,Sweaters,Red,United Colors of Benetton Men Solid Red Sweater,single_76eefdc476ea,family_abbd04d2402928a7,development,2
19960,data/raw/teacher/train/images_train/19960.jpg,dad3b16358614a8b5c9dcc9dc8299a8da891a4e7eb98369233d29360d7943fb1,Sweaters,Green,United Colors of Benetton Men Solid Green Sweater,single_dad3b1635861,family_cefa61120cc07656,development,0
19961,data/raw/teacher/train/images_train/19961.jpg,f7d163e9be8b25e5d7d01be453f6f8b1a09c7456912b4ebcd0839a4229b22a80,Sweaters,Blue,United Colors of Benetton Men Blue Check Sweater,single_f7d163e9be8b,family_7c61da36fc5b9669,development,4
19962,data/raw/teacher/train/images_train/19962.jpg,080d7919200a0e4a37c68b0ec15ec0db686bbca5a0ef9c8c59e69988f9cbc2eb,Sweaters,Grey,United Colors of Benetton Men Check Grey Sweater,single_080d7919200a,family_b3aea0e530fc69e4,development,0
19964,data/raw/teacher/train/images_train/19964.jpg,094107537268ba9ea133d1f93cba2becb61f6d6a061258edfabfd91f575337d1,Sweaters,Grey,United Colors of Benetton Men Stripes Grey Sweater,single_094107537268,family_5bda785199d6fa08,development,2
19971,data/raw/teacher/train/images_train/19971.jpg,834e0a61510ecee3bef99fbeb011a41d1ee6b4ddc7da76d3b520bc084765a85c,Caps,Purple,United Colors of Benetton Men Solid Purple Cap,single_834e0a61510e,family_d5e82619e4d96035,development,0
19974,data/raw/teacher/train/images_train/19974.jpg,d19fe88f39c328b9631b0f352754e395c448a3122fdbb6caf1acce2a0213c945,Tshirts,Yellow,United Colors of Benetton Women Yellow T-shirt,single_d19fe88f39c3,family_07553a6184716b4d,development,3
19975,data/raw/teacher/train/images_train/19975.jpg,d3036694a0d291b0614c30d20e9f76f63d414bf128e5f889b7b65bb69645d089,Tshirts,Red,United Colors of Benetton Men Red Polo TShirt,single_d3036694a0d2,family_2c8ddf733182d793,development,0
19978,data/raw/teacher/train/images_train/19978.jpg,63e5e9b1d0d40cef1d055dfb27d46c8ece5ad41689e6fc8f4160dba553700d9f,Tshirts,Black,United Colors of Benetton Men Black Printed T-shirt,single_63e5e9b1d0d4,family_313c1634fc2f58da,development,4
19979,data/raw/teacher/train/images_train/19979.jpg,dfe32f84ee23e79b6231e5dc8d2839c02e0597cf60ac430c1912c8d696f89a41,Tshirts,Pink,United Colors of Benetton Men Printed Pink TShirt,single_dfe32f84ee23,family_f59699ce35cb89de,development,2
19980,data/raw/teacher/train/images_train/19980.jpg,8526cb1d3151957c0310d3779ef91c41e8afa1c5406dd70c55a165b8f15d13e6,Tshirts,Yellow,United Colors of Benetton Men Printed Yellow TShirt,single_8526cb1d3151,family_c09ae7e128094a44,development,3
19982,data/raw/teacher/train/images_train/19982.jpg,610468b2ed3a15aa077753248e419c4cc6d9259e406fde2e513d84357ef940ae,Tshirts,Black,United Colors of Benetton Men Printed Black TShirt,single_610468b2ed3a,family_ed61d754214a21c4,development,3
19983,data/raw/teacher/train/images_train/19983.jpg,699b92c865527df9b9e56f17fcb2ed76ab264f95287e3c52e20494f42e9891e9,Tshirts,Blue,United Colors of Benetton Men Blue Striped T-shirt,single_699b92c86552,family_2c3d784bb6e450aa,development,0
19984,data/raw/teacher/train/images_train/19984.jpg,51aec786400248f395f10e270c905118480b3048487c8b85214a13873d454ddf,Tshirts,White,United Colors of Benetton Men White Tshirt,single_51aec7864002,family_7fc979553ca645ac,development,2
19985,data/raw/teacher/train/images_train/19985.jpg,2eb5746daa5168ef26afafec2b06bdbc6645a52da5b42108f35478fc91862ed1,Tshirts,Blue,United Colors of Benetton Men Blue Striped T-shirt,single_2eb5746daa51,family_2c3d784bb6e450aa,development,0
19989,data/raw/teacher/train/images_train/19989.jpg,08588eb1fc9fd4ffec637f7aa576247bc0b3a2d619dccf3394754a24e19f7828,Tshirts,White,United Colors of Benetton Women Printed White T-shirt,single_08588eb1fc9f,family_8fff28b8adda888e,development,0
19991,data/raw/teacher/train/images_train/19991.jpg,e1a7a8183fde8052d07860fcdd1759abd9347058a64f42a5d0028a9ee76c9670,Tshirts,Black,United Colors of Benetton Men Printed Black TShirt,single_e1a7a8183fde,family_ed61d754214a21c4,development,3
19994,data/raw/teacher/train/images_train/19994.jpg,f113656532913c9f645ec7c7f51c4fb434c2ecef61c293516e23f0030c662f9a,Tshirts,Black,United Colors of Benetton Men Solid Black TShirt,single_f11365653291,family_62a824c6b28cee5f,development,0
19995,data/raw/teacher/train/images_train/19995.jpg,2cad5702473bb0e99fa778f4f19116a2a7cd9e6d1cd097475ccc334fc06d713a,Tshirts,Black,United Colors of Benetton Men Printed Black TShirt,single_2cad5702473b,family_ed61d754214a21c4,development,3
19996,data/raw/teacher/train/images_train/19996.jpg,e58874a50cd02eda07712f6543a76caa0005574f241f519c6c53136488d9317a,Tshirts,Black,United Colors of Benetton Men Printed Black TShirt,single_e58874a50cd0,family_ed61d754214a21c4,development,3
19997,data/raw/teacher/train/images_train/19997.jpg,95e7e6052b7985722c2d58cc24e2b66a89968a1683374c1468fb527a4e04f1f5,Tshirts,White,United Colors Of Benetton Men White T-shirt,single_95e7e6052b79,family_be205f924f475006,development,3
19999,data/raw/teacher/train/images_train/19999.jpg,c1f6cbc9053c57ff9c69ad6ed62321905b939557f2fa48d26cccf6bbfa2abdef,Tshirts,Black,United Colors of Benetton Men Solid Black TShirt,single_c1f6cbc9053c,family_62a824c6b28cee5f,development,0
20002,data/raw/teacher/train/images_train/20002.jpg,259519f275f3a76252cd2365ddd1abf92fd694f5f50bc40c0d1a845448b3e757,Tops,Black,United Colors of Benetton Women Solid Black Top,single_259519f275f3,family_0280eb5f23be2b01,development,2
20006,data/raw/teacher/train/images_train/20006.jpg,458b8270134f9a79e35cbe7f74337d8aedf3b1223c82b95ce154a435b64117ef,Tshirts,Green,United Colors of Benetton Women Printed Green T-shirt,single_458b8270134f,family_cc3fefcee849473f,development,2
20007,data/raw/teacher/train/images_train/20007.jpg,c41ffdf5ca1a8bd6aae9522e50afb3ef071295a153cacb6fe8d188ed98716e1e,Tshirts,White,United Colors of Benetton Men White Printed T-shirt,single_c41ffdf5ca1a,family_e8881e145c417198,development,2
20008,data/raw/teacher/train/images_train/20008.jpg,5bdad88a7aa5c4145ce551793337fb8b2019805e2af512c1f63351feef712d2a,Tshirts,Orange,United Colors of Benetton Men Printed Orange TShirt,single_5bdad88a7aa5,family_8ae6698730d03c96,development,3
20009,data/raw/teacher/train/images_train/20009.jpg,15b15d42b12d6be5cadd323251753d1a26ab1d9dbc76446e1d89856f77fa133d,Tshirts,Olive,United Colors of Benetton Olive T-shirt,single_15b15d42b12d,family_e58800e32814171e,development,3
20011,data/raw/teacher/train/images_train/20011.jpg,51b9f8b283111f95337448939e590e88ab2cfe7a94d004b9a7460e866a4e0990,Tops,Red,United Colors of Benetton Women Red Striped Top,single_51b9f8b28311,family_e4b8f2da99fd9407,development,0
20012,data/raw/teacher/train/images_train/20012.jpg,0c231d5a530d4dfca68d92513aa16a24bd7eabc98e3d895460a1f9f23a662150,Tops,Lavender,United Colors of Benetton Women Lavender Top,single_0c231d5a530d,family_b6167a59dbfdca3d,development,3
20015,data/raw/teacher/train/images_train/20015.jpg,d8e459d07422746533f684fbb7e6432989a933c1ef03429b1cdb4acf40f55d4d,Tshirts,Olive,United Colors of Benetton Women Printed Olive T-shirt,single_d8e459d07422,family_389787a367605d9c,development,4
20017,data/raw/teacher/train/images_train/20017.jpg,eeb658999f83b4707887c63069619b15d481dcef1de30a22833e0b1b3bf73214,Shirts,Red,United Colors of Benetton Men Check Red Shirt,single_eeb658999f83,family_0b2829dadbc3b9a7,development,0
20018,data/raw/teacher/train/images_train/20018.jpg,f124cd32c3deab8b9c0608a207dfda7745591d88af71aa90bd76e392ea6b075d,Shirts,Black,United Colors of Benetton Men Black Check Shirt,single_f124cd32c3de,family_d7144d80be412e03,development,0
20019,data/raw/teacher/train/images_train/20019.jpg,eb737ff6241973eedc789ac09aec24907f0295017ff0c0fefa164fd3222ecbe3,Shirts,Green,United Colors of Benetton Men Check Green Shirt,single_eb737ff62419,family_4ecd44ca06301918,development,0
20021,data/raw/teacher/train/images_train/20021.jpg,d132f235ca329f2472bf08719bde16b7b37678b0885e280c96fa2bcbe3a2b865,Shirts,Blue,United Colors of Benetton Men Check Blue Shirt,single_d132f235ca32,family_200444fdb6c97cb0,development,3
20024,data/raw/teacher/train/images_train/20024.jpg,7d2a3f9188a76def5bdbc518acd45a71265229b3551a33f96c9f9835d36a88cf,Shirts,Red,United Colors of Benetton Men Check Red Shirt,single_7d2a3f9188a7,family_0b2829dadbc3b9a7,development,0
20025,data/raw/teacher/train/images_train/20025.jpg,b01f130e073c957f07de94c427e06283b525338f3f0fed8e44fd866b23bb7a2e,Shirts,White,United Colors of Benetton Men Solid White Shirt,single_b01f130e073c,family_ce2d32d7f3fbbaae,development,0
20026,data/raw/teacher/train/images_train/20026.jpg,83b03b93a8063319a84c0a74a78b63c8dadef2430419135d746af6da3bbe6c26,Shirts,White,United Colors of Benetton Men Striped White Shirt,single_83b03b93a806,family_5358d11981769839,development,4
20027,data/raw/teacher/train/images_train/20027.jpg,4942bf1fd1d0d45e9fd33698e1b4149f997ae0394b48ecad48f5a39f7b02678d,Shirts,Navy Blue,United Colors of Benetton Men Navy Blue Striped Shirt,single_4942bf1fd1d0,family_0597f171a594e02d,development,0
20028,data/raw/teacher/train/images_train/20028.jpg,e43166c0651453e32199988397c4455610168c4e620909dd238648712445d0b7,Shirts,Grey,United Colors of Benetton Men Solid Grey Shirt,single_e43166c06514,family_77b4c8776d06be6c,development,2
20029,data/raw/teacher/train/images_train/20029.jpg,ba002c2f244bab145a5efd62871ddc588982b29791d4eb4f6d1ecd8f5016bf52,Shirts,Grey,United Colors of Benetton Men Solid Grey Shirt,single_ba002c2f244b,family_77b4c8776d06be6c,development,2
20031,data/raw/teacher/train/images_train/20031.jpg,bd770a6a671f80f5b6330c9fb117bc876d02d5af3615f4f55c3fc0cd3286f9c0,Shirts,Black,United Colors of Benetton Men Striped Black Shirt,single_bd770a6a671f,family_5335faf37616961d,development,4
20032,data/raw/teacher/train/images_train/20032.jpg,8b0fc2a2d1dc018ba8b6e8b2ac910fb13400abae348d4732ee58e563bf1a064f,Shirts,White,United Colors of Benetton Men Striped White Shirt,single_8b0fc2a2d1dc,family_5358d11981769839,development,4
20035,data/raw/teacher/train/images_train/20035.jpg,abc396f0d6e77aa1301b4d3ccafca3ed1b83d4eac7ec254852f94c8b8dca3f64,Backpacks,Purple,United Colors of Benetton Women Purple Casual Backpack,single_abc396f0d6e7,family_aded3e8831d8cf33,development,3
20036,data/raw/teacher/train/images_train/20036.jpg,925789e388ad542aec1b8ede28a0b45f46cb04b20a80cec0f8bd79dbdae5e0bd,Stockings,Black,United Colors of Benetton Women Solid Black Tights,single_925789e388ad,family_6be6aae6be3957db,development,3
20040,data/raw/teacher/train/images_train/20040.jpg,420a9a90f796b0acc64bcebcc8f72b9031b546429fc96d8b86403c9bb4bf601d,Stockings,Navy Blue,United Colors of Benetton Women Solid Navy Blue Tights,single_420a9a90f796,family_61baadcd26a97f34,development,3
20041,data/raw/teacher/train/images_train/20041.jpg,a23540bd9094b45832ce782f9aebf8fcfff62c6ff991cf1344fb2e3f72ecf407,Handbags,Grey,United Colors of Benetton Women Solid Grey Handbags,single_a23540bd9094,family_35b9cd1605bca45d,development,0
20044,data/raw/teacher/train/images_train/20044.jpg,a757c2186739988422912faf59da614550dbb244ed58081947781c4c0fa0de46,Handbags,Silver,United Colors of Benetton Women Solid Silver Handbags,single_a757c2186739,family_10c6047ba1b00c0c,development,4
20045,data/raw/teacher/train/images_train/20045.jpg,5f40f151110628798e62885efd9a14de7e1295a02dedfccc998b9fd1559aa4e1,Wallets,Purple,United Colors of Benetton Women Solid Purple Wallets,single_5f40f1511106,family_48a6db4cbb1bdc84,development,4
20047,data/raw/teacher/train/images_train/20047.jpg,1fe54eacd4872eef6ff7dbf572d0e3051c9de9923aef02cc199430254cb9f416,Caps,Blue,United Colors of Benetton Women Solid Blue Cap,single_1fe54eacd487,family_988425d8e2063b61,development,3
20050,data/raw/teacher/train/images_train/20050.jpg,a8286b521531a7aa980ff4ad707cf5ee44bc5353780c3f476d7cc7d9c658ba38,Mufflers,Purple,United Colors of Benetton Women Solid Purple Muffler,single_a8286b521531,family_868b5cf5e9e2b715,development,4
20051,data/raw/teacher/train/images_train/20051.jpg,f538c335cc097ec661c9266acfd9aa5a48995f9896d9d69fad8ff99c6f7856c3,Mufflers,Blue,United Colors Of Benetton Women Blue Muffler,single_f538c335cc09,family_9d311dc4a176a36c,development,0
20052,data/raw/teacher/train/images_train/20052.jpg,136b0dc061d46c065f374de959b1e12c41287d2bd934100b7a44e0044cbe7a8e,Mufflers,Yellow,United Colors Of Benetton Women Yellow Muffler,single_136b0dc061d4,family_c2e8c4d907eb354c,development,0
20053,data/raw/teacher/train/images_train/20053.jpg,6806d30b2b87ed1748f2caf6d3aa6f73c66a9a284fc053e80126a9ba1f152bbb,Mufflers,Blue,United Colors Of Benetton Women Blue Muffler,single_6806d30b2b87,family_9d311dc4a176a36c,development,0
20054,data/raw/teacher/train/images_train/20054.jpg,0f7b1447f873139213a08eb14df532e4ec3268d6a3b10e5cb239bf1f9e7f79bd,Mufflers,Black,United Colors Of Benetton Women Black Muffler,single_0f7b1447f873,family_4673fa28f3670523,development,2
20060,data/raw/teacher/train/images_train/20060.jpg,f30cf0c783a6334a0a9bbc1015d5d5420c41d93c5044464b8655b99185965758,Caps,Black,United Colors of Benetton Women Black Cap,single_f30cf0c783a6,family_7e28fc1906670ede,development,0
20061,data/raw/teacher/train/images_train/20061.jpg,1fc17cea2fd0081308817c71ee07235abbb2c084174dfb26045f4283636e5d9c,Caps,Grey,United Colors of Benetton Women Solid Grey Cap,single_1fc17cea2fd0,family_75769823db109ec9,development,4
20062,data/raw/teacher/train/images_train/20062.jpg,ce10107ce38c24f360a1fac2110067f686ab8aab78edc336baac0ae3fe355d91,Caps,Purple,United Colors of Benetton Women Solid Purple Cap,single_ce10107ce38c,family_7ed6967ca706ff12,development,4
20063,data/raw/teacher/train/images_train/20063.jpg,1bdf7af29050259510f9ba1ee3770a53ca96e2182e827f09da1a0d9e673c6974,Mufflers,Black,United Colors Of Benetton Women Black Muffler,single_1bdf7af29050,family_4673fa28f3670523,development,2
20064,data/raw/teacher/train/images_train/20064.jpg,be945305c9336810f076f5dd93624d33d6b231816f57e223a0efb3200378a251,Mufflers,Blue,United Colors Of Benetton Women Blue Muffler,single_be945305c933,family_9d311dc4a176a36c,development,0
20065,data/raw/teacher/train/images_train/20065.jpg,687698a3554bb79bea0a8cf3861b5346f079125af8877787ae3fe99899aa1353,Belts,Black,United Colors of Benetton Women Solid Black Belt,single_687698a3554b,family_811e70b2f2e95c74,development,3
20067,data/raw/teacher/train/images_train/20067.jpg,0962c3941dc2fb4068bc237d38d370990f3337a54619cf49508dcb9881add4ec,Belts,Green,United Colors of Benetton Women Solid Green Belt,single_0962c3941dc2,family_9fb02420006c6f3b,development,0
20069,data/raw/teacher/train/images_train/20069.jpg,556d6cda9f6f87aecc53a2bfa68fa648100d4280153c84e978ee00e35de75126,Belts,Black,United Colors of Benetton Women Solid Black Belt,single_556d6cda9f6f,family_811e70b2f2e95c74,development,3
20070,data/raw/teacher/train/images_train/20070.jpg,0b03cb71742c7226cb37e1f5259ae995b43d2d7ecac31a547c0239b1cb7e2fcb,Belts,Grey,United Colors of Benetton Women Solid Grey Belt,single_0b03cb71742c,family_defbae4228d5e610,development,2
20072,data/raw/teacher/train/images_train/20072.jpg,b7a541fbce14d97b8cf1b684de4b53c4bb6724ca94a2417a59b9775a5483389a,Stoles,Grey,United Colors of Benetton Women Solid Grey Stole,single_b7a541fbce14,family_c8b0f0d28b77989b,development,4
20074,data/raw/teacher/train/images_train/20074.jpg,8d4be228a05cf3cff6446fa6ceac22e868a8623226dc0b7d2e929ad85a3eedeb,Deodorant,Grey,David Beckham Men Homme Deo,single_8d4be228a05c,family_a6a258ed8a6f95e3,development,3
20075,data/raw/teacher/train/images_train/20075.jpg,5ea1be96d966c326ed2d57b2fbbc81581003015c4cbfb5bf2830e8955ade83be,Deodorant,Gold,David Beckham Women Intimately Yours Deo,single_5ea1be96d966,family_76004cf0a2437e8e,development,2
20080,data/raw/teacher/train/images_train/20080.jpg,f26e8dc6fe78dcc9b8e72711696394d4a563f306093ca62ff4f3cf470a8d2a14,Briefs,Grey Melange,Peter England Men Essentials Grey  Melange Brief,single_f26e8dc6fe78,family_10f1ae64ce7251b8,development,0
20081,data/raw/teacher/train/images_train/20081.jpg,4c64f8bdba3aa57ce348e6fc4363ef5fa8d58a76686d5299bf9ef94ffec5210e,Briefs,Navy Blue,Peter England Men Essentials Navy Blue Brief,single_4c64f8bdba3a,family_9652f0351390fbe3,development,4
20084,data/raw/teacher/train/images_train/20084.jpg,1fd6328b213735f9c120951f0ed2814d106496bfac34ced4013b614b5a05359a,Briefs,Black,Peter England Men Essentials Black Brief,single_1fd6328b2137,family_135b5402d19f3867,development,4
20092,data/raw/teacher/train/images_train/20092.jpg,6e85024f2a4f75bc12afe1a268a4b4722dc84f05c660a27310f7f90ee40f36da,Kurtis,Blue,Diva Women Printed Blue Kurti,single_6e85024f2a4f,family_ed0661bd6e1c613c,development,4
20094,data/raw/teacher/train/images_train/20094.jpg,264af1157dba96e46f6b345214a0c9466726012185a746d5c1c803bd7090e2b7,Kurtas,Green,Diva Women Printed Green Kurta,single_264af1157dba,family_5ae4812780c67da9,development,4
20095,data/raw/teacher/train/images_train/20095.jpg,58df6bae3140d870eafe5bfe70a3e8fdbf71a5d94426f34d104f2bd9c4a3daec,Kurtas,White,Diva Women Printed White Kurta,single_58df6bae3140,family_f167cf170e2645e8,development,0
20096,data/raw/teacher/train/images_train/20096.jpg,fe4d0d4f9d11ba6bf3f8f74e61a4480d628d643bba69d6f15a6ea133799dc65c,Kurtas,White,Diva Women Printed White Kurta,single_fe4d0d4f9d11,family_f167cf170e2645e8,development,0
20097,data/raw/teacher/train/images_train/20097.jpg,a79756b3a0a1e8344dd4991c812e6c0ccc29b9afd144ff88f1cebd4576d271a2,Kurtas,White,Diva Women Printed White Kurta,single_a79756b3a0a1,family_f167cf170e2645e8,development,0
20099,data/raw/teacher/train/images_train/20099.jpg,b74dd3e4b8effa3fb37b77c603eab456bc4f69887c193346485d65a27b192139,Kurtas,Green,Diva Women Embroided Green Kurta,single_b74dd3e4b8ef,family_7d07fc5c0b3b856b,development,3
20100,data/raw/teacher/train/images_train/20100.jpg,3783130897eba2b9e49beb810f0f0945789dd291b4e51ff44c18de6c33cf7478,Kurtas,Mustard,Diva Women Embroided Mustard Kurta,single_3783130897eb,family_a72baf2ea0bfd03b,development,2
20102,data/raw/teacher/train/images_train/20102.jpg,c6f7647d67c6e7cb7ac041474f9f592445a2c221d32abbce0ac0735435c856e0,Kurtas,Green,Diva Women Printed Green Kurta,single_c6f7647d67c6,family_5ae4812780c67da9,development,4
20103,data/raw/teacher/train/images_train/20103.jpg,05379721f6176be39a3eb775db0d6959738b264e61ec74036475364408469739,Kurtas,Magenta,Diva Women Printed Magenta Kurta,single_05379721f617,family_6d2e52950dc1a1e3,development,0
20105,data/raw/teacher/train/images_train/20105.jpg,1ce7281a9fb4a7e13410d383b27f1dbcf100eeadda739abb367d2e5c7d96ae6c,Kurtas,Brown,Diva Women Printed Brown Kurta,single_1ce7281a9fb4,family_443197004ad0aea6,development,2
20110,data/raw/teacher/train/images_train/20110.jpg,43dcf2a7001bacc5228ca38d5cffdfc3ab657d3696d3a115faa1d11c73b6642c,Kurtas,Brown,Diva Women Printed Brown Kurta,single_43dcf2a7001b,family_443197004ad0aea6,development,2
20111,data/raw/teacher/train/images_train/20111.jpg,9c311cc83dd32860e2b50fbba1670f9a174bc7988d6b08bf197d65468b7912c5,Kurtas,White,Diva Women Printed White Kurta,single_9c311cc83dd3,family_f167cf170e2645e8,development,0
20112,data/raw/teacher/train/images_train/20112.jpg,9ffbbdf63165e1745c1edffb33cafe1c6e8dfa2d12b98ea4018b1fc3c8ab7596,Kurtas,Olive,Diva Women Printed Olive Kurta,single_9ffbbdf63165,family_95f4b096690274bd,development,3
20114,data/raw/teacher/train/images_train/20114.jpg,721fab5ec134e3b54dc7c47e04d51701fb5bfcbbc710e9234f1a569fe0fb0b4d,Kurtas,Grey,Diva Women Printed Grey Kurta,single_721fab5ec134,family_2c32e9c05c8280b8,development,0
20115,data/raw/teacher/train/images_train/20115.jpg,fd03efafdbe6d64151420e2ccbd230462f896bf03de5581a38043a658fca67f4,Kurtas,Brown,Diva Women Printed Brown Kurta,single_fd03efafdbe6,family_443197004ad0aea6,development,2
20116,data/raw/teacher/train/images_train/20116.jpg,b1453d2537b68aff1be4d789dc484a334a7a8bdc0e3d7bfdc9cb50ee2d3a8b38,Kurtis,Red,Diva Women Printed Red Kurti,single_b1453d2537b6,family_3e8b2f8d1848309b,development,3
20119,data/raw/teacher/train/images_train/20119.jpg,207bc6fff9d806b728166003e8c319520408ef7d49fab5ded3146ce154630755,Tops,Blue,Wrangler Women Lace Blue Top,single_207bc6fff9d8,family_f9bcbe977cf1a29a,development,2
20121,data/raw/teacher/train/images_train/20121.jpg,09e0257c2ac776d3168a037f29a91c53066409e57927e10503c654b70afacc71,Tops,Blue,Wrangler Women Lace Blue Top,single_09e0257c2ac7,family_f9bcbe977cf1a29a,development,2
20122,data/raw/teacher/train/images_train/20122.jpg,9a64606778eb1248915196b20203b48f7cd7c595f461ea1f6f38ddafe1ab9962,Shirts,Purple,Wrangler Women Yoke Purple Shirt,single_9a64606778eb,family_0978b1de07e1c199,development,0
20123,data/raw/teacher/train/images_train/20123.jpg,f31cda52adc3e36575b4aad7e3230885d45b0e98e4aa5ab2dc312f3e1842f267,Shirts,Black,Wrangler Women Western Yoke Black Shirt,single_f31cda52adc3,family_021cb18eaf725828,development,0
20124,data/raw/teacher/train/images_train/20124.jpg,59bef43d6f0e9ada6601d675ead67aae48a76bf4def0afe2cab4bc394dfdc958,Shirts,Navy Blue,Wrangler Women Flower Navy Blue Shirt,single_59bef43d6f0e,family_7a4fe75a9ab49878,development,0
20125,data/raw/teacher/train/images_train/20125.jpg,491f3c4e15ea7c55a1053c97a30690d2f61201386f438284c77dcb3df7ffbead,Shirts,Purple,Wrangler Women Flower Purple Shirt,single_491f3c4e15ea,family_35e3731a0c1d9f13,development,3
20128,data/raw/teacher/train/images_train/20128.jpg,a7e461573ae87482ca32ef54a84b70422f085864dc36f394c90ff430df5da06a,Shirts,Blue,Wrangler Women Checkerd Blue Shirt,single_a7e461573ae8,family_6449f13c0bee7e4c,development,4
20133,data/raw/teacher/train/images_train/20133.jpg,c489a5fb7ff261d97c5bd02c7683a4f105eec9da0008f253b014ed9f67a0a1e1,Tops,Red,Wrangler Women Ribbed Red Top,single_c489a5fb7ff2,family_fa103adf3e582291,development,3
20134,data/raw/teacher/train/images_train/20134.jpg,10cd05a8ad5141a9c89638b7ee7bb90959cc6a959da37337925f0f055c34552e,Shirts,Red,Wrangler Women Classic Red Shirt,single_10cd05a8ad51,family_6e5543fae50515b6,development,4
20135,data/raw/teacher/train/images_train/20135.jpg,519a1905f12ea808570bab8f29f6dc7b09c2f6cbbd03ffd175cae5e3997efb86,Shirts,Blue,Wrangler Women Classic Blue Check Shirt,single_519a1905f12e,family_cfc34cecebfe34f1,development,3
20138,data/raw/teacher/train/images_train/20138.jpg,2e277d34786f84e3e5f60155b8af56807983c0ae80cbaf94adb0590a5fe341a4,Shirts,Navy Blue,Wrangler Women Puff Navy Blue Shirt,single_2e277d34786f,family_de194c1d100fbe93,development,3
20139,data/raw/teacher/train/images_train/20139.jpg,52716b2c4470426d73ee9e8cf8251e4f3a8bf2f0e0f814cf9146fba33f27abd3,Shirts,Brown,Wrangler Women Puff Brown Shirt,single_52716b2c4470,family_fb9a350363372149,development,0
20140,data/raw/teacher/train/images_train/20140.jpg,451a15150526bf1208a03b62573c7055c269caabb3e8d707c0f7be6c82ace8fe,Shirts,White,Wrangler Men Check White Shirt,single_451a15150526,family_7e44b373755cb5c7,development,4
20143,data/raw/teacher/train/images_train/20143.jpg,b00d44f585b5d0d195d738b92b90813c6b5fe015f8c4569389b154863f2fbc16,Shirts,White,Wrangler Men Bull Classic Striped White Shirt,single_b00d44f585b5,family_ab5784c0c7879ec0,development,4
20144,data/raw/teacher/train/images_train/20144.jpg,7dc89c005bdd7c11a5aae3dac57b217194a7ffd333c55be08f84a645cebe08c5,Shirts,White,Wrangler Men Bull Classic Striped White Shirt,single_7dc89c005bdd,family_ab5784c0c7879ec0,development,4
20145,data/raw/teacher/train/images_train/20145.jpg,85bb67ba76a1d91739ac42261d0818061e55c73fd8bb247e45b894f3f90edfec,Shirts,Green,Wrangler Men Urban Green Shirt,single_85bb67ba76a1,family_1ec1f27cf8515164,development,4
20146,data/raw/teacher/train/images_train/20146.jpg,729ff27a245c682f67647e5d3b0fbf013016c2d1d2bdbbef87833f3c1e0a57ae,Shirts,Navy Blue,Wrangler Men Urban Navy Blue Shirt,single_729ff27a245c,family_0161e6a676372fa1,development,2
20147,data/raw/teacher/train/images_train/20147.jpg,46321c286c1e64a3f60b55aae5cc0ac70f38671029d070456172c3ab1606b868,Shirts,Blue,Wrangler Men Broad Blue Shirt,single_46321c286c1e,family_b5116aa284292036,development,2
20149,data/raw/teacher/train/images_train/20149.jpg,176faa0df035f6d2c7eb3539953450ebc0cb5d5f288e8539f11f65db194a053e,Shirts,Green,Wrangler Men Stampede Green Shirt,single_176faa0df035,family_8f91d2b65835e2b7,development,3
20150,data/raw/teacher/train/images_train/20150.jpg,21a32a0305c1bff09d024ccdb6d415b78d20e5358209a3d7ab0361a782599d0f,Shirts,Black,Wrangler Men Stampede Black Shirt,single_21a32a0305c1,family_06cbb5f950df69d3,development,0
