id,cv_fold,product_family_group,usage,articleType,path
12768,2,family_dc270706e5a1bace,Ethnic,Tunics,data/raw/teacher/train/images_train/12768.jpg
12772,2,family_7a803cbe475643c4,Ethnic,Kurtas,data/raw/teacher/train/images_train/12772.jpg
12774,3,family_7cfa7cc617748dfa,Ethnic,Kurtas,data/raw/teacher/train/images_train/12774.jpg
12779,3,family_2016c50216de4653,Ethnic,Kurtas,data/raw/teacher/train/images_train/12779.jpg
12785,1,family_dc8feef608bbce28,Ethnic,Tops,data/raw/teacher/train/images_train/12785.jpg
12786,3,family_29b2350b186f7347,Ethnic,Kurtas,data/raw/teacher/train/images_train/12786.jpg
12788,3,family_7c7acf903ec43c5c,Ethnic,Kurtis,data/raw/teacher/train/images_train/12788.jpg
12789,1,family_3b63a2fa4a5e3429,Ethnic,Kurtas,data/raw/teacher/train/images_train/12789.jpg
12807,2,family_5f98ca7fbb1f1089,Sports,Jackets,data/raw/teacher/train/images_train/12807.jpg
12810,2,family_665b4bd9bae841df,Sports,Track Pants,data/raw/teacher/train/images_train/12810.jpg
12835,2,family_a7b2728f235e8a66,Casual,Dresses,data/raw/teacher/train/images_train/12835.jpg
12863,3,family_562696f7fa37c20d,Formal,Formal Shoes,data/raw/teacher/train/images_train/12863.jpg
12874,2,family_fbf29ca7bde8ffdd,Casual,Casual Shoes,data/raw/teacher/train/images_train/12874.jpg
12889,2,family_36b90715140a3ce1,Sports,Sports Shoes,data/raw/teacher/train/images_train/12889.jpg
12923,3,family_eab81a2c29a51214,Casual,Casual Shoes,data/raw/teacher/train/images_train/12923.jpg
12956,2,family_3d5c7afe8bb8e430,Sports,Sports Shoes,data/raw/teacher/train/images_train/12956.jpg
12968,3,family_2e8fae943093ee37,Sports,Sports Shoes,data/raw/teacher/train/images_train/12968.jpg
12973,1,family_6f575fdd10c9b07e,Sports,Sports Shoes,data/raw/teacher/train/images_train/12973.jpg
13047,3,family_8182553da16df7cc,Casual,Heels,data/raw/teacher/train/images_train/13047.jpg
13048,1,family_270a9a7d4ddf47d4,Casual,Tshirts,data/raw/teacher/train/images_train/13048.jpg
13085,3,family_0e399ff37c2c973d,Casual,Casual Shoes,data/raw/teacher/train/images_train/13085.jpg
13159,2,family_8d19ff19bf78b310,Casual,Tshirts,data/raw/teacher/train/images_train/13159.jpg
13168,3,family_9c8598dfb879d015,Sports,Sports Shoes,data/raw/teacher/train/images_train/13168.jpg
13180,2,family_1894a468fa31d5cc,Sports,Sports Shoes,data/raw/teacher/train/images_train/13180.jpg
13181,3,family_e914bf585648fd9c,Sports,Sports Shoes,data/raw/teacher/train/images_train/13181.jpg
13203,1,family_a5c44cf41754d8cc,Sports,Sports Shoes,data/raw/teacher/train/images_train/13203.jpg
13210,3,family_4eb3f2ab5abc8cef,Sports,Sports Shoes,data/raw/teacher/train/images_train/13210.jpg
13234,1,family_09f292a1154f2606,Casual,Tshirts,data/raw/teacher/train/images_train/13234.jpg
13373,3,family_5a8793f950946952,Casual,Casual Shoes,data/raw/teacher/train/images_train/13373.jpg
13437,2,family_ee1d6fb0927c61d0,Casual,Tshirts,data/raw/teacher/train/images_train/13437.jpg
13485,1,family_89d836dd5753bee3,Formal,Heels,data/raw/teacher/train/images_train/13485.jpg
13493,1,family_5c0af5de0595640d,Travel,Rucksacks,data/raw/teacher/train/images_train/13493.jpg
13500,3,family_2b9f60efe3cd4073,Casual,Tshirts,data/raw/teacher/train/images_train/13500.jpg
13529,2,family_a9ecd83c2d2d5295,Casual,Tshirts,data/raw/teacher/train/images_train/13529.jpg
13530,3,family_75048f79ea770c3f,Casual,Mufflers,data/raw/teacher/train/images_train/13530.jpg
13624,2,family_d919054469d4fbaf,Casual,Lounge Shorts,data/raw/teacher/train/images_train/13624.jpg
13659,3,family_b311a5bf116dae3a,Formal,Shirts,data/raw/teacher/train/images_train/13659.jpg
13669,1,family_835966964ffd2e95,Formal,Trousers,data/raw/teacher/train/images_train/13669.jpg
13682,3,family_e3e15853e9ac866a,Sports,Sports Shoes,data/raw/teacher/train/images_train/13682.jpg
13683,2,family_ad41ffa4623bbd9a,Sports,Sports Shoes,data/raw/teacher/train/images_train/13683.jpg
13731,1,family_7a1bd78c4069a578,Formal,Shirts,data/raw/teacher/train/images_train/13731.jpg
13744,2,family_ee4e410c9ca211a3,Formal,Shirts,data/raw/teacher/train/images_train/13744.jpg
13748,2,family_74c5b46f9ad73d94,Formal,Shirts,data/raw/teacher/train/images_train/13748.jpg
13754,2,family_0d92f48950196ed1,Formal,Shirts,data/raw/teacher/train/images_train/13754.jpg
13755,3,family_fd1b885968dc480f,Formal,Shirts,data/raw/teacher/train/images_train/13755.jpg
13781,1,family_90f2193d1643e049,Formal,Trousers,data/raw/teacher/train/images_train/13781.jpg
13784,1,family_1c7ef3ecb922f6fe,Formal,Trousers,data/raw/teacher/train/images_train/13784.jpg
13810,3,family_11b29812557057ad,Casual,Mufflers,data/raw/teacher/train/images_train/13810.jpg
13828,2,family_724a85744ed5d032,Casual,Sweaters,data/raw/teacher/train/images_train/13828.jpg
13874,3,family_8327fe36717a3fff,Casual,Shirts,data/raw/teacher/train/images_train/13874.jpg
13907,1,family_9cda552242fdd5c7,Casual,Casual Shoes,data/raw/teacher/train/images_train/13907.jpg
13912,1,family_ae97f8495a3b7b16,Sports,Sports Shoes,data/raw/teacher/train/images_train/13912.jpg
13915,2,family_ddb1a4a0a71172e2,Sports,Sports Shoes,data/raw/teacher/train/images_train/13915.jpg
13925,3,family_3a6783d3585ea5d1,Casual,Sandals,data/raw/teacher/train/images_train/13925.jpg
13964,3,family_ca730010a74de4f0,Formal,Shirts,data/raw/teacher/train/images_train/13964.jpg
14029,3,family_921420f6bedee92b,Sports,Track Pants,data/raw/teacher/train/images_train/14029.jpg
14060,3,family_641db3bce85876ca,Casual,Tshirts,data/raw/teacher/train/images_train/14060.jpg
14116,2,family_3bec1211ed92eeb7,Casual,Jeans,data/raw/teacher/train/images_train/14116.jpg
14145,2,family_c715aeec3cf4beae,Formal,Cufflinks,data/raw/teacher/train/images_train/14145.jpg
14171,3,family_58c6db79af2a8d0b,Formal,Belts,data/raw/teacher/train/images_train/14171.jpg
14285,2,family_6f49b07c950c3413,Formal,Trousers,data/raw/teacher/train/images_train/14285.jpg
14286,2,family_36596d03cefef923,Formal,Trousers,data/raw/teacher/train/images_train/14286.jpg
14287,1,family_38f47e05c354c18a,Formal,Shirts,data/raw/teacher/train/images_train/14287.jpg
14312,1,family_1172067564c5dbed,Sports,Tshirts,data/raw/teacher/train/images_train/14312.jpg
14321,2,family_9cc792987e19de6f,Sports,Shorts,data/raw/teacher/train/images_train/14321.jpg
14323,3,family_823e1f7988ef795a,Casual,Sweaters,data/raw/teacher/train/images_train/14323.jpg
14338,1,family_61f35d18e91a0c77,Sports,Sports Shoes,data/raw/teacher/train/images_train/14338.jpg
14351,2,family_db54ea722712f0d2,Casual,Heels,data/raw/teacher/train/images_train/14351.jpg
14508,3,family_9cf8a5a3d7cf6107,Sports,Tshirts,data/raw/teacher/train/images_train/14508.jpg
14513,3,family_c5202080402c2600,Formal,Shirts,data/raw/teacher/train/images_train/14513.jpg
14517,1,family_566c660bfabe0ad7,Formal,Shirts,data/raw/teacher/train/images_train/14517.jpg
14518,1,family_d20fdf0c14354aad,Formal,Shirts,data/raw/teacher/train/images_train/14518.jpg
14520,3,family_c36192f00d848c0d,Formal,Shirts,data/raw/teacher/train/images_train/14520.jpg
14523,3,family_226a90d66d72162b,Formal,Shirts,data/raw/teacher/train/images_train/14523.jpg
14526,1,family_b666f138103ccf27,Formal,Shirts,data/raw/teacher/train/images_train/14526.jpg
14535,3,family_61795ffc0fd067b3,Ethnic,Kurtas,data/raw/teacher/train/images_train/14535.jpg
14539,1,family_9a3eab0033b988a7,Ethnic,Kurtis,data/raw/teacher/train/images_train/14539.jpg
14546,2,family_4cd5fb7dbd4a7754,Ethnic,Kurtas,data/raw/teacher/train/images_train/14546.jpg
14547,2,family_28e30757e0288c03,Ethnic,Kurtas,data/raw/teacher/train/images_train/14547.jpg
14560,3,family_9568c7995e76c5a8,Casual,Casual Shoes,data/raw/teacher/train/images_train/14560.jpg
14715,2,family_5be677ab2f980cd2,Formal,Shirts,data/raw/teacher/train/images_train/14715.jpg
14734,2,family_fe80bbd59a5697ed,Formal,Shirts,data/raw/teacher/train/images_train/14734.jpg
14738,2,family_ad2cba0c116e8851,Formal,Shirts,data/raw/teacher/train/images_train/14738.jpg
14742,1,family_7c3bc048db5efafb,Formal,Shirts,data/raw/teacher/train/images_train/14742.jpg
14770,1,family_087eedfbccd7e6e0,Formal,Shirts,data/raw/teacher/train/images_train/14770.jpg
14771,3,family_30c0732e8357b2a5,Formal,Shirts,data/raw/teacher/train/images_train/14771.jpg
14889,3,family_a06b96c5eefd8f70,Casual,Travel Accessory,data/raw/teacher/train/images_train/14889.jpg
14962,1,family_83bb1dea91372022,Formal,Wallets,data/raw/teacher/train/images_train/14962.jpg
14963,2,family_1435f4a0759b94f3,Formal,Wallets,data/raw/teacher/train/images_train/14963.jpg
14965,1,family_dd0cef9895bdd493,Formal,Wallets,data/raw/teacher/train/images_train/14965.jpg
14966,3,family_331d6c4de07bcdd9,Formal,Wallets,data/raw/teacher/train/images_train/14966.jpg
14968,3,family_81bb263274dd6a8f,Formal,Wallets,data/raw/teacher/train/images_train/14968.jpg
14984,2,family_97c2313042d34423,Sports,Sweatshirts,data/raw/teacher/train/images_train/14984.jpg
14991,3,family_6798cf378b13ec2f,Casual,Sweaters,data/raw/teacher/train/images_train/14991.jpg
14995,3,family_ec03ee0bf4c423c3,Casual,Sweaters,data/raw/teacher/train/images_train/14995.jpg
14998,3,family_06979a58380a380e,Sports,Tshirts,data/raw/teacher/train/images_train/14998.jpg
15002,1,family_cac9d27c9f904cbe,Casual,Tshirts,data/raw/teacher/train/images_train/15002.jpg
15009,3,family_6323789431dea08f,Sports,Jackets,data/raw/teacher/train/images_train/15009.jpg
15025,1,family_add6df0e67e05c87,Sports,Caps,data/raw/teacher/train/images_train/15025.jpg
15050,1,family_418698f1e8ad04e6,Formal,Formal Shoes,data/raw/teacher/train/images_train/15050.jpg
15053,3,family_e49339091e6ca44a,Formal,Formal Shoes,data/raw/teacher/train/images_train/15053.jpg
15084,3,family_3d6f5073a2d630a1,Ethnic,Churidar,data/raw/teacher/train/images_train/15084.jpg
15085,1,family_5d128f81bd46b3a2,Ethnic,Kurtas,data/raw/teacher/train/images_train/15085.jpg
15088,2,family_fdbdac66541161b9,Ethnic,Kurtis,data/raw/teacher/train/images_train/15088.jpg
15094,2,family_b33722a436bb87d8,Ethnic,Kurtas,data/raw/teacher/train/images_train/15094.jpg
15096,2,family_9cb796ca68467758,Ethnic,Kurtas,data/raw/teacher/train/images_train/15096.jpg
15098,3,family_ebdbdc243cfa1097,Ethnic,Kurtas,data/raw/teacher/train/images_train/15098.jpg
15100,1,family_d0c15345f88c852c,Ethnic,Kurtas,data/raw/teacher/train/images_train/15100.jpg
15102,1,family_a190f309969254e5,Ethnic,Kurtas,data/raw/teacher/train/images_train/15102.jpg
15103,1,family_27143bad26a2b4b6,Ethnic,Kurtas,data/raw/teacher/train/images_train/15103.jpg
15107,2,family_a404ce80b10d8d58,Ethnic,Tops,data/raw/teacher/train/images_train/15107.jpg
15109,1,family_718b37289a48f3e7,Formal,Trousers,data/raw/teacher/train/images_train/15109.jpg
15110,1,family_0b154204d7697a56,Formal,Trousers,data/raw/teacher/train/images_train/15110.jpg
15111,3,family_0968ff942a3c374e,Formal,Trousers,data/raw/teacher/train/images_train/15111.jpg
15116,2,family_b3377d5149980f1f,Formal,Trousers,data/raw/teacher/train/images_train/15116.jpg
15120,2,family_e59172f418ceab0c,Formal,Trousers,data/raw/teacher/train/images_train/15120.jpg
15121,3,family_3b50a30e79b576bf,Formal,Trousers,data/raw/teacher/train/images_train/15121.jpg
15125,3,family_721b4bf269d27a16,Formal,Trousers,data/raw/teacher/train/images_train/15125.jpg
15241,2,family_6251ae39f21cf2ac,Casual,Casual Shoes,data/raw/teacher/train/images_train/15241.jpg
15245,3,family_66ed0ebd1bf4c956,Casual,Casual Shoes,data/raw/teacher/train/images_train/15245.jpg
15272,2,family_12b4ab3b46bc34f3,Sports,Backpacks,data/raw/teacher/train/images_train/15272.jpg
15279,3,family_df364962fca585d2,Sports,Socks,data/raw/teacher/train/images_train/15279.jpg
15295,3,family_f6fbbe8d8f806b02,Casual,Handbags,data/raw/teacher/train/images_train/15295.jpg
15301,1,family_380ebb4676ac2aa4,Sports,Sports Shoes,data/raw/teacher/train/images_train/15301.jpg
15331,3,family_fa3a46cee7a18cde,Sports,Shorts,data/raw/teacher/train/images_train/15331.jpg
15349,1,family_4e936592f1719078,Sports,Free Gifts,data/raw/teacher/train/images_train/15349.jpg
15408,3,family_b4ef302bb75ad3b7,Sports,Sports Shoes,data/raw/teacher/train/images_train/15408.jpg
15419,3,family_724d26237aa5ef39,Casual,Backpacks,data/raw/teacher/train/images_train/15419.jpg
15489,3,family_1e7742a209181ad0,Formal,Heels,data/raw/teacher/train/images_train/15489.jpg
15497,1,family_0b7b472bfcb3dd30,Formal,Heels,data/raw/teacher/train/images_train/15497.jpg
15506,2,family_1c17b607d29c175d,Formal,Formal Shoes,data/raw/teacher/train/images_train/15506.jpg
15512,3,family_46754534f799b3c8,Casual,Casual Shoes,data/raw/teacher/train/images_train/15512.jpg
15555,1,family_ae9c364532b2bb28,Casual,Sweaters,data/raw/teacher/train/images_train/15555.jpg
15588,1,family_5b8278409708b7a7,Casual,Shirts,data/raw/teacher/train/images_train/15588.jpg
15601,1,family_ff509528bfff2869,Sports,Jackets,data/raw/teacher/train/images_train/15601.jpg
15604,1,family_180bc8b20006f9f3,Sports,Tshirts,data/raw/teacher/train/images_train/15604.jpg
15615,1,family_26c1b8d4895d6b9a,Sports,Tshirts,data/raw/teacher/train/images_train/15615.jpg
15620,2,family_dac358f8357eae8b,Sports,Jackets,data/raw/teacher/train/images_train/15620.jpg
15643,3,family_b27684b1a7292708,Sports,Track Pants,data/raw/teacher/train/images_train/15643.jpg
15645,1,family_96973ed3605643a1,Sports,Shorts,data/raw/teacher/train/images_train/15645.jpg
15647,2,family_785bcc21d8fec165,Sports,Tshirts,data/raw/teacher/train/images_train/15647.jpg
15649,3,family_38265ce1296e5bc7,Sports,Tops,data/raw/teacher/train/images_train/15649.jpg
15662,3,family_f233186f4f8a960f,Formal,Laptop Bag,data/raw/teacher/train/images_train/15662.jpg
15693,3,family_daaeee1e8b6a2014,Formal,Shirts,data/raw/teacher/train/images_train/15693.jpg
15696,3,family_2419fa97fef005c2,Formal,Shirts,data/raw/teacher/train/images_train/15696.jpg
15711,1,family_0f5b8f41eca7c754,Casual,Casual Shoes,data/raw/teacher/train/images_train/15711.jpg
15721,3,family_bd6d1dee43fcb4f1,Sports,Sports Shoes,data/raw/teacher/train/images_train/15721.jpg
15726,3,family_10c957fe6fe132e6,Sports,Sports Shoes,data/raw/teacher/train/images_train/15726.jpg
15729,2,family_b3d251aedb1e11cd,Sports,Sports Shoes,data/raw/teacher/train/images_train/15729.jpg
15730,3,family_efd5454ea7d4ed3e,Sports,Sports Shoes,data/raw/teacher/train/images_train/15730.jpg
15735,3,family_7facf5867d64df2a,Sports,Sports Shoes,data/raw/teacher/train/images_train/15735.jpg
15746,1,family_bf89aeaf3b6d9a4d,Sports,Sports Shoes,data/raw/teacher/train/images_train/15746.jpg
15829,2,family_4074f680c2f44238,Ethnic,Kurtas,data/raw/teacher/train/images_train/15829.jpg
15838,3,family_edbc46f63ee62d96,Ethnic,Kurtas,data/raw/teacher/train/images_train/15838.jpg
15847,3,family_064ee0dd9d38180c,Casual,Sandals,data/raw/teacher/train/images_train/15847.jpg
15880,3,family_3462b805e0c628fa,Casual,Sandals,data/raw/teacher/train/images_train/15880.jpg
15912,3,family_1960bed91fbc7fe6,Formal,Shirts,data/raw/teacher/train/images_train/15912.jpg
15915,1,family_7c53617566fa67f7,Formal,Shirts,data/raw/teacher/train/images_train/15915.jpg
15946,3,family_742ae0746127ff16,Formal,Ties,data/raw/teacher/train/images_train/15946.jpg
15955,2,family_0917d991352aa42f,Formal,Ties,data/raw/teacher/train/images_train/15955.jpg
15997,1,family_f02f835ddd6dfb0f,Formal,Shirts,data/raw/teacher/train/images_train/15997.jpg
16084,2,family_e3f75a671da5b769,Casual,Sunglasses,data/raw/teacher/train/images_train/16084.jpg
16098,3,family_ce9017c1a75b6cfc,Casual,Sunglasses,data/raw/teacher/train/images_train/16098.jpg
16121,3,family_cb64baf4c8b96eff,Formal,Belts,data/raw/teacher/train/images_train/16121.jpg
16122,2,family_2557c1c418b6b7bc,Sports,Tshirts,data/raw/teacher/train/images_train/16122.jpg
16153,3,family_720951cc7798d0f2,Formal,Formal Shoes,data/raw/teacher/train/images_train/16153.jpg
16163,1,family_b83f4714cb782c3a,Formal,Formal Shoes,data/raw/teacher/train/images_train/16163.jpg
16246,2,family_dccadbe319b8a710,Casual,Sandals,data/raw/teacher/train/images_train/16246.jpg
16316,1,family_2c71175cee7028fd,Casual,Tshirts,data/raw/teacher/train/images_train/16316.jpg
16332,3,family_29fb828770031c6d,Formal,Shirts,data/raw/teacher/train/images_train/16332.jpg
16334,2,family_259ef349143f9f40,Formal,Shirts,data/raw/teacher/train/images_train/16334.jpg
16335,2,family_b0c441020b1d3eff,Formal,Shirts,data/raw/teacher/train/images_train/16335.jpg
16341,3,family_439248e338f7598f,Formal,Shirts,data/raw/teacher/train/images_train/16341.jpg
16345,3,family_bddeb4f856e130ee,Formal,Shirts,data/raw/teacher/train/images_train/16345.jpg
16350,3,family_ad00666b9291a034,Formal,Shirts,data/raw/teacher/train/images_train/16350.jpg
16358,1,family_4dd83fe8b6d8211d,Formal,Shirts,data/raw/teacher/train/images_train/16358.jpg
16369,2,family_c5492cd7a43ff564,Formal,Trousers,data/raw/teacher/train/images_train/16369.jpg
16379,1,family_19da5862243ec734,Formal,Trousers,data/raw/teacher/train/images_train/16379.jpg
16380,1,family_48a2ae653b0ff39c,Formal,Trousers,data/raw/teacher/train/images_train/16380.jpg
16387,1,family_519bb54e5f57b268,Formal,Shirts,data/raw/teacher/train/images_train/16387.jpg
16388,3,family_dc1966e51ffe0124,Formal,Shirts,data/raw/teacher/train/images_train/16388.jpg
16390,1,family_31b11d75b4a9a6d5,Formal,Trousers,data/raw/teacher/train/images_train/16390.jpg
16634,3,family_aaae00bf087b0f8e,Casual,Tshirts,data/raw/teacher/train/images_train/16634.jpg
16783,1,family_4e988b64dc21f3b4,Casual,Watches,data/raw/teacher/train/images_train/16783.jpg
16913,3,family_8e82695e0815f597,Casual,Tshirts,data/raw/teacher/train/images_train/16913.jpg
16966,2,family_acdf413fc2853756,Sports,Sports Shoes,data/raw/teacher/train/images_train/16966.jpg
17068,3,family_070167a5b89e9ff2,Casual,Belts,data/raw/teacher/train/images_train/17068.jpg
17150,2,family_bc468a73be8fc3e4,Casual,Jackets,data/raw/teacher/train/images_train/17150.jpg
17165,3,family_975e6876c7f1b6c0,Formal,Shirts,data/raw/teacher/train/images_train/17165.jpg
17196,2,family_0151ecc8e38ab911,Casual,Sweaters,data/raw/teacher/train/images_train/17196.jpg
17296,1,family_89298a8484e8e8c2,Sports,Socks,data/raw/teacher/train/images_train/17296.jpg
17359,1,family_2954f44d54965015,Formal,Accessory Gift Set,data/raw/teacher/train/images_train/17359.jpg
17428,2,family_ef870caa40e11eff,Casual,Watches,data/raw/teacher/train/images_train/17428.jpg
17462,1,family_09ef50940009e5bf,Casual,Watches,data/raw/teacher/train/images_train/17462.jpg
17483,2,family_880de37098f8ca8e,Casual,Casual Shoes,data/raw/teacher/train/images_train/17483.jpg
17535,3,family_75939267f9c35fc5,Formal,Shirts,data/raw/teacher/train/images_train/17535.jpg
17536,2,family_405b0a8c07a49332,Formal,Shirts,data/raw/teacher/train/images_train/17536.jpg
17537,2,family_c4c455745b9d35ff,Formal,Shirts,data/raw/teacher/train/images_train/17537.jpg
17539,1,family_9fdc2ddeb732265f,Formal,Shirts,data/raw/teacher/train/images_train/17539.jpg
17540,1,family_4de15ef8052640fc,Formal,Shirts,data/raw/teacher/train/images_train/17540.jpg
17541,1,family_fa2a95935058b286,Formal,Shirts,data/raw/teacher/train/images_train/17541.jpg
17542,3,family_1af3e5930442a1b5,Formal,Shirts,data/raw/teacher/train/images_train/17542.jpg
17552,3,family_9d137f2b45044092,Formal,Shirts,data/raw/teacher/train/images_train/17552.jpg
17560,2,family_656c6e7c71b5fe73,Formal,Shirts,data/raw/teacher/train/images_train/17560.jpg
17614,3,family_5ee88efb44a62c56,Casual,Tshirts,data/raw/teacher/train/images_train/17614.jpg
17631,3,family_39dd8755b9b8bfcd,Casual,Handbags,data/raw/teacher/train/images_train/17631.jpg
17742,2,family_bee686e3fcc9f388,Sports,Sports Shoes,data/raw/teacher/train/images_train/17742.jpg
17744,1,family_77f307e9dff1ea8f,Sports,Sports Shoes,data/raw/teacher/train/images_train/17744.jpg
17746,1,family_f8dac969c272aabb,Sports,Sports Shoes,data/raw/teacher/train/images_train/17746.jpg
17761,3,family_346959ce46ed84f6,Formal,Formal Shoes,data/raw/teacher/train/images_train/17761.jpg
17764,3,family_dea7966ebd885a67,Formal,Formal Shoes,data/raw/teacher/train/images_train/17764.jpg
17780,1,family_f633136d968f735d,Formal,Ties,data/raw/teacher/train/images_train/17780.jpg
17781,3,family_29a2de3c53a0710f,Formal,Ties,data/raw/teacher/train/images_train/17781.jpg
17819,2,family_4f13a9c248c10cde,Formal,Formal Shoes,data/raw/teacher/train/images_train/17819.jpg
17833,3,family_f8bb8ac0d0154c94,Sports,Sports Shoes,data/raw/teacher/train/images_train/17833.jpg
17836,1,family_1e07cd29e230f366,Casual,Flip Flops,data/raw/teacher/train/images_train/17836.jpg
17839,1,family_5d60fc4768a0d01e,Sports,Sports Shoes,data/raw/teacher/train/images_train/17839.jpg
17845,2,family_d0b78ae235e484b1,Sports,Sports Shoes,data/raw/teacher/train/images_train/17845.jpg
17860,1,family_d981675479ab4430,Casual,Trunk,data/raw/teacher/train/images_train/17860.jpg
17900,2,family_53a6166821a8283b,Sports,Jackets,data/raw/teacher/train/images_train/17900.jpg
17904,1,family_dc9a34cf6e387493,Sports,Jackets,data/raw/teacher/train/images_train/17904.jpg
17910,1,family_dbe64c7106f2d6ba,Sports,Sweatshirts,data/raw/teacher/train/images_train/17910.jpg
17917,2,family_ff86d28801139f82,Sports,Sweatshirts,data/raw/teacher/train/images_train/17917.jpg
17921,3,family_5bf51d9d55704746,Sports,Tshirts,data/raw/teacher/train/images_train/17921.jpg
17927,1,family_1c74dd0c87312999,Sports,Track Pants,data/raw/teacher/train/images_train/17927.jpg
17945,3,family_1fa47ac7759a6ce7,Sports,Track Pants,data/raw/teacher/train/images_train/17945.jpg
17948,2,family_67010df78663529a,Sports,Track Pants,data/raw/teacher/train/images_train/17948.jpg
17977,2,family_a4961676983a10f9,Sports,Sports Shoes,data/raw/teacher/train/images_train/17977.jpg
17988,2,family_8242cceae2ab030c,Formal,Belts,data/raw/teacher/train/images_train/17988.jpg
17991,1,family_987f32746376de3f,Formal,Ties,data/raw/teacher/train/images_train/17991.jpg
17998,1,family_15c5366a784c8d65,Sports,Tshirts,data/raw/teacher/train/images_train/17998.jpg
17999,1,family_164d9a5499b7224c,Casual,Track Pants,data/raw/teacher/train/images_train/17999.jpg
18005,2,family_53ce3faf6c77547b,Sports,Shorts,data/raw/teacher/train/images_train/18005.jpg
18028,3,family_88416dec347693cd,Casual,Wallets,data/raw/teacher/train/images_train/18028.jpg
18208,2,family_67254549113f79ff,Casual,Caps,data/raw/teacher/train/images_train/18208.jpg
18214,1,family_34bebf17d57f37dd,Casual,Caps,data/raw/teacher/train/images_train/18214.jpg
18222,2,family_2d7cbe0752517ecb,Casual,Socks,data/raw/teacher/train/images_train/18222.jpg
18226,3,family_5fa2304f3fc6ea59,Casual,Tshirts,data/raw/teacher/train/images_train/18226.jpg
18254,3,family_d085244490a025ca,Ethnic,Kurtas,data/raw/teacher/train/images_train/18254.jpg
18257,2,family_3154228fd99256c3,Ethnic,Kurtas,data/raw/teacher/train/images_train/18257.jpg
18261,3,family_6118e2d867f51103,Ethnic,Kurtas,data/raw/teacher/train/images_train/18261.jpg
18266,1,family_bda15b803ac1b8dc,Ethnic,Kurtas,data/raw/teacher/train/images_train/18266.jpg
18273,1,family_77f96608de11ae05,Ethnic,Kurtas,data/raw/teacher/train/images_train/18273.jpg
18274,3,family_735e378c69bdfb4f,Ethnic,Kurtas,data/raw/teacher/train/images_train/18274.jpg
18275,3,family_16dff97759c55857,Ethnic,Kurtas,data/raw/teacher/train/images_train/18275.jpg
18290,3,family_b8c8ff95d8a1a0af,Ethnic,Kurtas,data/raw/teacher/train/images_train/18290.jpg
18296,1,family_987cdf91dfe93923,Ethnic,Kurtas,data/raw/teacher/train/images_train/18296.jpg
18298,1,family_81402e065bc55c1a,Ethnic,Kurtas,data/raw/teacher/train/images_train/18298.jpg
18346,1,family_40e0e5c35df49b1e,Casual,Socks,data/raw/teacher/train/images_train/18346.jpg
18388,1,family_3eede367ef5469df,Casual,Briefs,data/raw/teacher/train/images_train/18388.jpg
18391,2,family_3476cf59c310e8bc,Casual,Briefs,data/raw/teacher/train/images_train/18391.jpg
18392,1,family_b2638609092076c8,Casual,Briefs,data/raw/teacher/train/images_train/18392.jpg
18414,2,family_cec971a0fa216b4f,Sports,Sports Shoes,data/raw/teacher/train/images_train/18414.jpg
18417,1,family_caf71d5527181d31,Sports,Sports Shoes,data/raw/teacher/train/images_train/18417.jpg
18497,1,family_a8c35eeef5474c3d,Casual,Sandals,data/raw/teacher/train/images_train/18497.jpg
18536,2,family_e30399d2d0d2de63,Sports,Sports Shoes,data/raw/teacher/train/images_train/18536.jpg
18590,2,family_4795e984b650a142,Casual,Socks,data/raw/teacher/train/images_train/18590.jpg
18593,1,family_01e876c46dc24b22,Sports,Sports Shoes,data/raw/teacher/train/images_train/18593.jpg
18594,2,family_5ccd5578e3a21eaa,Casual,Wallets,data/raw/teacher/train/images_train/18594.jpg
18614,2,family_035a8eab4b2a516b,Sports,Tshirts,data/raw/teacher/train/images_train/18614.jpg
18640,2,family_51dcd0b713642fba,Sports,Tshirts,data/raw/teacher/train/images_train/18640.jpg
18685,3,family_17f7334199f752e6,Casual,Briefs,data/raw/teacher/train/images_train/18685.jpg
18712,3,family_2ece4bc0dd01df50,Formal,Skirts,data/raw/teacher/train/images_train/18712.jpg
18715,2,family_c7a49b9fedfa779a,Casual,Tops,data/raw/teacher/train/images_train/18715.jpg
18733,1,family_f45a65af87c0df52,Casual,Tops,data/raw/teacher/train/images_train/18733.jpg
18763,1,family_887d4a13679fb9b6,Formal,Shirts,data/raw/teacher/train/images_train/18763.jpg
18784,3,family_62cef55ac1779b6e,Formal,Ties,data/raw/teacher/train/images_train/18784.jpg
18804,1,family_0ed08d1ebdba2a02,Casual,Belts,data/raw/teacher/train/images_train/18804.jpg
18821,3,family_f48715fb79b4bc69,Formal,Wallets,data/raw/teacher/train/images_train/18821.jpg
18871,2,family_5cd3fbb793ec6bfb,Formal,Formal Shoes,data/raw/teacher/train/images_train/18871.jpg
18872,3,family_57686929649acc13,Formal,Formal Shoes,data/raw/teacher/train/images_train/18872.jpg
18885,2,family_2d8169b99b738665,Formal,Shirts,data/raw/teacher/train/images_train/18885.jpg
18889,1,family_d74d7ffdb59bf50e,Formal,Shirts,data/raw/teacher/train/images_train/18889.jpg
18891,3,family_57ec442c8c29f058,Formal,Shirts,data/raw/teacher/train/images_train/18891.jpg
18916,2,family_9e8338170a33b76f,Casual,Shirts,data/raw/teacher/train/images_train/18916.jpg
